vi,ch
"Tĩnh toả thâm cung thập thất niên,",靜鎖深宮十七年，
Thuỳ tương cố quốc vấn thanh thiên.,誰將故國問青天？
"Nhàn khan điện tự phong kiều mộc,",閒看殿字封喬木，
Khấp vọng quân vương hoá đỗ quyên.,泣望君王化杜鵑。
"Hải quốc ba đào tà tịch chiếu,",海國波濤斜夕照，
Hán gia tiêu cổ tĩnh phong yên.,漢家簫鼓靜烽煙。
"Hồng nhan lực nhược nan vi lệ,",紅顏力弱難為厲，
Huệ chất tâm bi chỉ vấn thiền.,惠質心悲只問禪。
"Nhật tụng “Bồ đề” thiên bách cú,",日誦菩提千百句，
Nhàn khan “Bối diệp” lưỡng tam thiên.,閒看貝葉兩三篇。
"Cao xướng lê viên ca đại khốc,",高唱梨園歌代哭，
"Thỉnh quân độc thính, diệc san nhiên.",請君獨聽亦潸然。
