vi,ch
"Đậu thị ngự,",竇侍禦，
"Ký chi tử,",驥之子，
Phụng chi sồ.,鳳之雛。
"Niên vị tam thập trung nghĩa câu,",年未三十忠義俱，
Cốt ngạnh tuyệt đại vô.,骨鯁絕代無。
"Quýnh như nhất đoạn thanh băng xuất vạn hác,",炯如一段清冰出萬壑，
Trí tại nghênh phong hàn lộ chi ngọc hồ.,置在迎風寒露之玉壺。
"Giá tương quy trù kim uyển đống,",蔗漿歸廚金碗凍，
Tẩy địch phiền nhiệt túc dĩ ninh quân khu.,洗滌煩熱足以寧君軀。
"Chính dụng sơ thông hợp điển tắc,",政用疏通合典則，
Thích liên hào quý đam văn nhu.,戚聯豪貴耽文儒。
"Binh cách vị tức nhân vị tô,",兵革未息人未蘇，
Thiên tử diệc niệm tây nam ngu.,天子亦念西南隅。
"Thổ Phồn bằng lăng khí phả thô,",吐蕃憑陵氣頗粗，
Đậu thị kiểm sát ưng thì tu.,竇氏檢察應時須。
"Vận lương thằng kiều tráng sĩ hỉ,",運糧繩橋壯士喜，
Trảm mộc hoả tỉnh cùng viên hô.,斬木火井窮猿呼。
"Bát châu thứ sử tư nhất chiến,",八州刺史思一戰，
Tam thành thủ biên khước khả đồ.,三城守邊卻可圖。
"Thử hành nhập Tần kế vị tiểu,",此行入秦計未小，
Mật phụng thánh chỉ ân nghi thù.,密奉聖旨恩宜殊。
"Tú y xuân đương tiêu hán lập,",繡衣春當霄漢立，
Thái phục nhật hướng đình vi xu.,彩服日向庭闈趨。
"Tỉnh lang kinh doãn tất phủ thập,",省郎京尹必俯拾，
Giang hoa vị lạc hoàn Thành Đô.,江花未落還成都。
"Giang hoa vị lạc hoàn Thành Đô,",江花未落還成都，
Khẳng phỏng Hoán Hoa lão ông vô.,肯訪浣花老翁無。
"Vị quân cô tửu mãn nhãn cô,",為君酤酒滿眼酤，
Dữ nô bạch phạn mã thanh sô.,與奴白飯馬青芻。
