vi,ch
"Tầm Dương giang đầu dạ tống khách,",潯陽江頭夜送客，
Phong diệp địch hoa thu sắt sắt.,楓葉荻花秋瑟瑟。
"Chủ nhân há mã khách tại thuyền,",主人下馬客在船，
Cử tửu dục ẩm vô quản huyền.,舉酒欲飲無管弦。
"Tuý bất thành hoan thảm tương biệt,",醉不成歡慘將別，
Biệt thời mang mang giang tẩm nguyệt.,別時茫茫江浸月。
"Hốt văn thuỷ thượng tỳ bà thanh,",忽聞水上琵琶聲，
Chủ nhân vong quy khách bất phát.,主人忘歸客不發。
"Tầm thanh âm vấn đàn giả thuỳ,",尋聲暗問彈者誰，
Tỳ bà thanh đình dục ngữ trì.,琵琶聲停欲語遲。
"Di thuyền tương cận yêu tương kiến,",移船相近邀相見，
Thiêm tửu hồi đăng trùng khai yến.,添酒回燈重開宴。
"Thiên hô vạn hoán thuỷ xuất lai,",千呼萬喚始出來，
Do bão tỳ bà bán già diện.,猶抱琵琶半遮面。
"Chuyển trục bát huyền tam lưỡng thanh,",轉軸撥弦三兩聲，
Vị thành khúc điệu tiên hữu tình.,未成曲調先有情。
"Huyền huyền yểm ức thanh thanh tứ,",弦弦掩抑聲聲思，
Tự tố sinh bình bất đắc chí.,似訴生平不得志。
"Đê mi tín thủ tục tục đàn,",低眉信手續續彈，
Thuyết tận tâm trung vô hạn sự.,說盡心中無限事。
"Khinh lung mạn nhiên mạt phục khiêu,",輕攏慢撚抹復挑，
Sơ vi Nghê thường hậu Lục yêu.,初為霓裳後六么。
"Đại huyền tào tào như cấp vũ,",大弦嘈嘈如急雨，
Tiểu huyền thiết thiết như tư ngữ.,小弦切切如私語。
"Tào tào thiết thiết thác tạp đàn,",嘈嘈切切錯雜彈，
Đại châu tiểu châu lạc ngọc bàn.,大珠小珠落玉盤。
"Gian quan oanh ngữ hoa để hoạt,",閒關鶯語花底滑，
U yết lưu cảnh thuỷ hạ than.,幽咽流景水下灘。
"Thuỷ tuyền lãnh sáp huyền ngưng tuyệt,",水泉冷澀弦凝絕，
Ngưng tuyệt bất thông thanh tiệm yết.,凝絕不通聲漸歇。
"Biệt hữu u sầu ám hận sinh,",別有幽愁暗恨生，
Thử thời vô thanh thắng hữu thanh.,此時無聲勝有聲。
"Ngân bình sạ phá thuỷ tương bính,",銀瓶乍破水漿迸，
Thiết kỵ đột xuất đao thương minh.,鐵騎突出刀鎗鳴。
"Khúc chung thu bát đương tâm hoạch,",曲終收撥當心畫，
Tứ huyền nhất thanh như liệt bạch.,四弦一聲如裂帛。
"Đông thuyền tây phảng tiễu vô ngôn,",東船西舫悄無言，
Duy kiến giang tâm thu nguyệt bạch.,惟見江心秋月白。
"Trầm ngâm phóng bát sáp huyền trung,",沈吟放撥插弦中，
Chỉnh đốn y thường khởi liễm dung.,整頓衣裳起斂容。
