vi,ch
"Khúc giang tiêu điều thu khí cao,",曲江蕭條秋氣高，
"Lăng hà khô chiết tuỳ phong đào,",菱荷枯折隨風濤，
Du tử không ta thuỳ nhị mao.,遊子空嗟垂二毛。
"Bạch thạch tố sa diệc tương đãng,",白石素沙亦相蕩，
Ai hồng độc khiếu cầu kỳ tào.,哀鴻獨叫求其曹。
"Tức sự phi kim diệc phi cổ,",即事非今亦非古，
"Trường ca kích việt tiêu lâm mãng,",長歌激越梢林莽，
Tỷ ốc hào hoa cố nan số.,比屋豪華固難數。
"Ngô nhân cam tác tâm tự hôi,",吾人甘作心似灰，
Đệ điệt hà thương lệ như vũ.,弟侄何傷淚如雨。
"Tự đoạn thử sinh hưu vấn thiên,",自斷此生休問天，
"Đỗ Khúc hạnh hữu tang ma điền,",杜曲幸有桑麻田，
Cố tương di trú Nam sơn biên.,故將移住南山邊。
"Đoản y thất mã tuỳ Lý Quảng,",短衣匹馬隨李廣，
Khán xạ mãnh hổ chung tàn niên.,看射猛虎終殘年。
