vi,ch
"Hồ Châu khê thuỷ xuyên thành quách,",湖州溪水穿城郭，
Bạng thuỷ nhân gia khởi lâu các.,傍水人家起樓閣。
"Xuân phong thuỳ liễu lục hiên song,",春風垂柳綠軒窗，
Tế vũ phi hoa thấp liêm mạc.,細雨飛花濕帘幕。
"Tứ nguyệt ngũ nguyệt nam phong lai,",四月五月南風來，
Đương môn xứ xứ kỵ hà khai.,當門處處芰荷開。
"Ngô cơ hoạ phảng tiểu vu hộc,",吳姬畫舫小于斛，
Đãng tương xuất thành duyên nguyệt hồi.,蕩槳出城沿月回。
"Cô bồ lãng thâm mê bạch trữ,",菰蒲浪深迷白紵，
Hữu thời cách hoa văn tiếu ngữ.,有時隔花聞笑語。
"Lý ngư phong khởi yến phi tà,",鯉魚風起燕飛斜，
Lăng ca thanh nhập uyên ương chử.,菱歌聲入鴛鴦渚。
