vi,ch
"Đại đạo như thanh thiên,",大道如青天，
Ngã do bất đắc xuất.,我猶不得出。
"Tu trục Trường An xã trung nhi,",羞逐長安社中兒，
Xích kê bạch cẩu đổ lê lật.,赤雞白狗賭梨栗。
"Đàn kiếm tác ca tấu khổ thanh,",彈劍作歌奏苦聲，
Duệ cứ vương môn bất xứng tình.,曳裾王門不稱情。
"Hoài Âm thị tỉnh tiếu Hàn Tín,",淮陰巿省笑韓信，
Hán triều công khanh kỵ Giả Sinh.,漢朝公卿忌賈生。
Quân bất kiến:,君不見：
"Tích thì Yên gia trọng Quách Ngỗi,",昔時燕家重郭隗，
Ủng tuệ chiết tiết vô hiềm sai.,擁篲折節無嫌猜。
"Kịch Tân, Nhạc Nghị cảm ân phân,",劇辛樂毅感恩分，
Thâu can phẫu đảm hiệu anh tài.,輸肝剖膽效英才。
"Chiêu Vương bạch cốt oanh man thảo,",昭王白骨縈蔓草，
Thuỳ nhân cánh tảo Hoàng Kim đài?,誰人更掃黃金臺。
Hành lộ nan! Quy khứ lai...,行路難！歸去來。
