vi,ch
"Quân bất kiến Đông Xuyên tiết độ binh mã hùng,",君不見東川節度兵馬雄，
Hiệu liệp diệc tự quan thành công.,校獵亦似觀成功。
"Dạ phát mãnh sĩ tam thiên nhân,",夜發猛士三千人，
Thanh thần hợp vi bộ sậu đồng.,清晨合圍步驟同。
"Cầm thú dĩ tệ thập thất bát,",禽獸已斃十七八，
Sát thanh lạc nhật hồi thương khung.,殺聲落日回蒼穹。
"Mạc tiền sinh trí cửu thanh huỷ,",幕前生致九青兕，
Lạc đà lỗi quỵ thuỳ huyền hùng.,駱駝礨峞垂玄熊。
"Đông tây nam bắc bách lý gian,",東西南北百里間，
Phảng phật xúc đạp hàn sơn không.,仿佛蹴踏寒山空。
"Hữu điểu danh cù dục,",有鳥名鴝鵒，
Lực bất năng cao phi trục tẩu bồng.,力不能高飛逐走蓬。
"Nhục vị bất túc đăng đỉnh trở,",肉味不足登鼎俎，
Hà vị kiến ky ngu la trung.,何為見羈虞羅中。
"Xuân sưu đông thú hầu đắc đồng,",春搜冬狩侯得同，
Sứ quân ngũ mã nhất mã thông.,使君五馬一馬驄。
"Huống kim nhiếp hành đại tướng quyền,",況今攝行大將權，
Hiệu lệnh pha hữu tiền hiền phong.,號令頗有前賢風。
"Phiêu nhiên thì nguy nhất lão ông,",飄然時危一老翁，
Thập niên yếm kiến tinh kỳ hồng.,十年厭見旌旗紅。
"Hỉ quân sĩ tốt thậm chỉnh túc,",喜君士卒甚整肅，
Vị ngã hồi bí cầm Tây Nhung.,為我回轡擒西戎。
"Thảo trung hồ thố tận hà ích,",草中狐兔盡何益，
Thiên tử bất tại Hàm Dương cung.,天子不在咸陽宮。
"Triều đình tuy vô U vương hoạ,",朝廷雖無幽王禍，
Đắc bất ai thống trần tái mông.,得不哀痛塵再蒙。
"Ô hô, đắc bất ai thống trần tái mông.",嗚呼，得不哀痛塵再蒙。
