vi,ch
"Tướng quân Nguỵ Vũ chi tử tôn,",將軍魏武之子孫，
Ư kim vi thứ vi thanh môn.,於今為庶為青門。
"Anh hùng cát cứ tuy dĩ hĩ,",英雄割據雖已矣，
Văn thái phong lưu kim thượng tồn.,文采風流今尚存。
"Học thư sơ học Vệ phu nhân,",學書初學衛夫人，
Đãn hận vô quá Vương Hữu Quân.,但恨無過王右軍。
"Đan thanh bất tri lão tương chí,",丹青不知老將至，
Phú quý ư ngã như phù vân.,富貴於我如浮雲。
"Khai Nguyên chi trung thường dẫn kiến,",開元之中常引見，
Thừa ân sác thướng Nam Huân điện.,承恩數上南熏殿。
"Lăng Yên công thần thiểu nhan sắc,",凌煙功臣少顏色，
Tướng quân hạ bút khai sinh diện.,將軍下筆開生面。
"Lương tướng đầu thượng tiến hiền quan,",良相頭上進賢冠，
Mãnh tướng yêu gian đại vũ tiễn.,猛將腰間大羽箭。
"Bao công, Ngạc công mao phát động,",褒公鄂公毛髮動，
Anh tư táp sảng do hàm chiến.,英姿颯爽猶酣戰。
"Tiên đế thiên mã Ngọc Hoa Thông,",先帝天馬玉花驄，
Hoạ công như sơn mạc bất đồng.,畫工如山貌不同。
"Thị nhật khiên lai xích trì hạ,",是日牽來赤墀下，
Quýnh lập xương hạp sinh trường phong.,迥立閶闔生長風。
"Chiếu vị tướng quân phất quyên tố,",詔謂將軍拂絹素，
Ý tượng thảm đạm kinh dinh trung.,意匠慘淡經營中。
"Tư tu cửu trùng chân long xuất,",斯須九重真龍出，
Nhất tiển vạn cổ phàm mã không.,一洗萬古凡馬空。
"Ngọc Hoa khước tại ngự tháp thượng,",玉花卻在御榻上，
Tháp thượng đình tiền ngật tương hướng.,榻上庭前屹相向。
"Chí tôn hàm tiếu thôi tứ kim,",至尊含笑催賜金，
Ngữ nhân thái bộc giai trù trướng.,圉人太僕皆惆悵。
"Đệ tử Hàn Cán tảo nhập thất,",弟子韓幹早入室，
Diệc năng hoạ mã cùng thù tướng.,亦能畫馬窮殊相。
"Cán duy hoạ nhục bất hoạ cốt,",幹惟畫肉不畫骨，
Nhẫn sử Hoa Lưu khí điêu táng.,忍使驊騮氣凋喪。
"Tướng quân hoạ thiện cái hữu thần,",將軍畫善蓋有神，
Ngẫu phùng giai sĩ diệc tả chân.,偶逢佳士亦寫真。
"Tức kim phiêu bạc can qua tế,",即今漂泊干戈際，
Lũ mạo tầm thường hành lộ nhân.,屢貌尋常行路人。
"Đồ cùng phản tao tục nhãn bạch,",塗窮反遭俗眼白，
Thế thượng vị hữu như công bần.,世上未有如公貧。
"Đãn khán cổ lai thịnh danh hạ,",但看古來盛名下，
Chung nhật khảm lẫm triền kỳ thân.,終日坎壈纏其身。
