vi,ch
Quân bất kiến:,君不見：
"Tả phụ bạch sa như bạch thuỷ,",左輔白沙如白水，
Liễu dĩ chu tường bách dư lý.,繚以周牆百餘裏。
"Long môi tích thị Ốc Oa sinh,",龍媒昔是渥窪生，
Hãn huyết kim xưng hiến ư thử.,汗血今稱獻於此。
"Uyển trung lai tẫn tam thiên thất,",苑中騋牝三千匹，
Phong thảo thanh thanh hàn bất tử.,豐草青青寒不死。
"Thực chi hào kiện Tây Vực vô,",食之豪健西域無，
Mỗi tuế công câu quán biên bỉ.,每歲攻駒冠邊鄙。
"Vương hữu hổ thần ty uyển môn,",王有虎臣司苑門，
Nhập môn thiên cứu giai vân đồn.,入門天廄皆雲屯。
"Túc sương nhất cốt độc đương ngự,",驌驦一骨獨當禦，
Xuân thu nhị thì quy chí tôn.,春秋二時歸至尊。
"Chí tôn nội ngoại mã doanh ức,",至尊內外馬盈億，
Phục lịch tại quynh không đại tồn.,伏櫪在坰空大存。
"Dật quần tuyệt túc tín thù kiệt,",逸群絕足信殊傑，
Thích thảng quyền kỳ nan cụ luân.,倜儻權奇難具論。
"Luy luy đôi phụ tàng bôn đột,",纍纍塠阜藏奔突，
Vãng vãng pha đà tung siêu việt.,往往坡陀縱超越。
"Giác tráng phiên đồng my lộc du,",角壯翻同麋鹿遊，
Phù thâm bá đãng ngoan đà quật.,浮深簸蕩黿鼉窟。
"Tuyền xuất cự ngư trưởng tỉ nhân,",泉出巨魚長比人，
Đan sa tác vĩ hoàng kim lân.,丹砂作尾黃金鱗。
"Khởi tri dị vật đồng tinh khí,",豈知異物同精氣，
Tuy vị thành long diệc hữu thần.,雖未成龍亦有神。
