vi,ch
"Kim ngã bất lạc tư Nhạc Dương,",今我不樂思岳陽，
Thân dục phấn phi bệnh tại sàng.,身欲奮飛病在床。
"Mỹ nhân quyên quyên cách thu thuỷ,",美人娟娟隔秋水，
Trạc túc Động Đình vọng bát hoang.,濯足洞庭望八荒。
"Hồng phi minh minh nhật nguyệt bạch,",鴻飛冥冥日月白，
"Thanh phong diệp xích, thiên vũ sương.",青楓葉赤天雨霜。
"Ngọc Kinh quần đế tập Bắc Đẩu,",玉京群帝集北斗，
"Hoặc kỵ kỳ lân, ế phụng hoàng.",或騎麒麟翳鳳凰。
"Phù dung tinh kỳ yên vụ lạc,",芙蓉旌旗煙霧落，
Ảnh động đáo cảnh dao Tiêu Tương.,影動倒景搖瀟湘。
"Tinh cung chi quân tuý quỳnh tương,",星宮之君醉瓊漿，
Vũ nhân hy thiểu bất tại bàng,羽人稀少不在旁。
Tự văn tạc giả Xích Tùng Tử.,似聞昨者赤松子，
"Khủng thị Hán đại Hàn Trương Lương,",恐是漢代韓張良。
"Tích tuỳ Lưu thị định Trường An,",昔隨劉氏定長安，
Duy ác vị cải thần thảm thương.,帷幄未改神慘傷。
Quốc gia thành bại ngô khởi cảm?,國家成敗吾豈敢，
Sắc nan tinh hủ xan phong hương.,色難腥腐餐楓香。
Chu Nam lưu trệ cổ sở tích.,周南留滯古所惜，
Nam Cực lão nhân ưng thọ xương.,南極老人應壽昌。
Mỹ nhân hồ vi cách thu thuỷ.,美人胡為隔秋水，
Yên đắc trí chi cống Ngọc Đường?,焉得置之貢玉堂？
