vi,ch
"Thuỳ thủ đương diên ngọc tửu hồng,",垂手當筵玉酒紅，
Hiểu ô đề bãi mộ lâm không.,曉烏啼罷暮林空。
"Thâm sơn băng tuyết hồn vô dụng,",深山冰雪渾無用，
Nhất thụ thừa ân tại Vĩnh Phong.,一樹承恩在永豐。
"Ly tứ thiên công dã bất kham,",離思天公也不堪，
Nhất tinh cao động ảnh tam tam.,一星高動影毿毿。
"Ô ngoa hồng lạp thanh sơn lộ,",烏靴紅笠青山路，
Bất thị Giang Nam thị Hán Nam.,不是江南是漢南。
"Ty mấn liêu thiên cảm phượng sinh,",絲鬢寥天感鳳笙，
Tôn tiền phiên xướng liễu chi tình.,尊前翻唱柳枝情。
"Đông quân bất phạ ly nhân khổ,",東君不怕離人苦，
Cánh khiển minh niên trước ý sinh.,更遣明年著意生。
