vi,ch
Bộc bố chi thuỷ nguyên hà lai?,瀑布之水源何來？
Hoạch nhiên há liệt trường phong khai.,劃然下裂長峰開。
"Hạ sĩ mục hãi tự thiên lạc,",下士目駭自天落，
Tuyệt đính nãi hữu thiên bàn hồi.,絕頂乃有千盤回。
"Thanh sơn đoạn khuyết tủng Song Kiếm,",青山斷缺聳雙劍，
Nguyên khí trực tả nham đầu tồi.,元氣直瀉岩頭摧。
"Phi lưu dĩ xuất bất khẳng há,",飛流已出不肯下，
Nhất tuyến trung chiết phân oanh hồi.,一線中折分瀠洄。
"Ẩn hiện sổ chiết súc tinh nhuệ,",隱現數折蓄精銳，
Thất thế nhất lạc như bôn lôi.,失勢一落如奔雷。
"Khiêu ba loạn kích đàm thuỷ lập,",跳波亂擊潭水立，
Quái vật tiềm phục ninh kỳ tai.,怪物潛伏寧鬐顋。
"Âm thanh khoảnh khắc trục thiên biến,",音聲頃刻逐千變，
Vạn mã phó địch kim bề thôi.,萬馬赴敵金鼙催。
"Thiên quang bán bích chiếu không cốc,",天光半壁照空谷，
Thử địa vạn cổ vô âm mai.,此地萬古無陰霾。
"Hàm ha tích tuyết quải thiên nhận,",谽谺積雪掛千仞，
Sơn trung viên hạc do kinh sai.,山中猿鶴猶驚猜。
"Ngân hoa há tán bố thuỷ đài,",銀花下散布水臺，
Hỗn độn tạc phá sơn căn ôi.,混沌鑿破山根隈。
"Phách khoa đại tự tẩy bất tận,",擘窠大字洗不盡，
Thiết hoạch mãn địa tuyên thanh đài.,鐵畫滿地鐫青苔。
"Thái Bạch dĩ vãng Lão Pha tử,",太白已往老坡死，
Ngã bối thả phạp Từ Ngưng tài.,我輩且乏徐凝才。
"Ác thi tẩu bút bất cảm tả,",惡詩走筆不敢寫，
San đình chử cấp thiêu tùng thoa.,山亭煮汲燒松釵。
"Minh triêu trúc trượng thanh mang hài,",明朝竹杖青芒鞋，
Lăng phong đạp toái yên vân đôi.,凌風踏碎煙雲堆。
"Phi tuyền Tam Điệp tuyệt ỷ bạng,",飛泉三疊絕倚傍，
Toạ quan nhất tẩy trần phân hoài.,坐觀一洗塵氛懷。
