vi,ch
"Chu nhan phát quá như xuân phôi,",朱顏發過如春醅，
Hung trung lê táo sơ vị tài.,胸中梨棗初未栽。
"Đan sa vị dị tảo bạch phát,",丹砂未易掃白髮，
Xích tùng khước dục tham Hoàng Mai.,赤松卻欲參黃梅。
"Hàn khê bản tự Viễn công xã,",寒溪本自遠公社，
bạch liên thuý trúc y thôi ngôi.,白蓮翠竹依崔嵬。
"Đương thời thạch tuyền chiếu kim tượng,",當時石泉照金像，
Thần quang dạ phát như Ngũ Đài.,神光夜發如五臺。
"Ẩm tuyền giám diện đắc chân ý,",飲泉鑑面得真意，
Toạ thị vạn vật giai phù ai.,坐視萬物皆浮埃。
"Dục thâu mộ cảnh phản điền lý,",欲收暮景返田里，
Viễn tố giang thuỷ cùng Ly Đôi.,遠泝江水窮離堆。
"Hoàn triều khởi độc tu lão bệnh,",還朝豈獨羞老病，
Tự thán tài tận khuynh không lôi.,自歎才盡傾空罍。
"Chư công cừ cừ nhược hạ ốc,",諸公渠渠若夏屋，
Thôn thổ phong nguyệt thanh ngung ôi.,吞吐風月清隅隈。
"Ngã như phế tỉnh cửu bất thực,",我如廢井久不食，
Cổ trứu khuyết lạc sinh âm đài.,古甃缺落生陰苔。
"Số thi vãng phục tương cảm phát,",數詩往復相感發，
Cấp tân trừ cựu hàn quang khai.,汲新除舊寒光開。
"Diêu tri nhị nguyệt xuân giang khoát,",遙知二月春江闊，
Tuyết lãng đảo quyển vân phong tồi.,雪浪倒卷雲峰摧。
"Thạch trung vô thanh thuỷ diệc tĩnh,",石中無聲水亦靜，
Vân hà giải chuyển không sơn lôi.,云何解轉空山雷。
"Dục tựu chư công bình thử ngữ,",欲就諸公評此語，
Yếu thức ưu hỉ hà tùng lai.,要識憂喜何從來。
"Nguyện cầu Nam tông nhất chước thuỷ,",願求南宗一勺水，
Vãng dữ Khuất Giả tiên dư ai.,往與屈賈湔餘哀。
