vi,ch
"Đông phong viên lâm hoa thảo hương,",東風園林花草香，
Phương khuê tịch mịch xuân trú trường.,芳閨寂寞春晝長。
"Giai nhân độc thủ tình mặc mặc,",佳人獨守情默默，
Ngân sàng cẩm bị nhàn uyên ương.,銀床錦被閒鴛鴦。
"Chung triêu quyện tú niêm châm chỉ,",終朝倦繡拈針指，
Phạ hướng hoa tiền thính oanh ngữ.,怕向花前聽鶯語。
"Hoán hồi cựu sự thiên vạn đoan,",喚回舊事千萬端，
Hạnh kiểm nga mi lệ như vũ.,杏臉蛾眉淚如雨。
"Ngọc lang khứ niên từ gia thì,",玉郎去年辭家時，
Lục dương hồng hạnh kiều xuân huy.,綠楊紅杏嬌春暉。
"Lục dương hồng hạnh sắc như cựu,",綠楊紅杏色如舊，
Trướng vọng ngọc lang do vị quy.,悵望玉郎猶未歸。
"Nhất xuân ngư nhạn âm thư tuyệt,",一春魚雁音書絕，
Tuyết phu tiêu sấu thiên tràng kết.,雪膚消瘦千腸結。
"Đoạn tràng độc lập kỷ hoàng hôn,",斷腸獨立幾黃昏，
Na cánh thanh san khổ đề quyết.,那更青山苦啼鴂。
