vi,ch
"Hồ nhân dĩ yên mã vi gia,",胡人以鞍馬為家，
Xạ lạp vi tục.,射獵為俗。
"Tuyền cam thảo mỹ vô thường xứ,",泉甘草美無常處，
Điểu kinh thú hãi tranh trì trục.,鳥驚獸駭爭馳逐。
"Thuỳ tương Hán nữ giá Hồ nhi,",誰將漢女嫁胡兒，
Phong sa vô tình mạo như ngọc.,風沙無情貌如玉。
"Thân hành bất ngộ Trung Quốc nhân,",身行不遇中國人，
Mã thượng tự tác tư quy khúc.,馬上自作思歸曲。
"Thôi thủ vi tỳ khước thủ bà,",推手為琵卻手琶，
Hồ nhân cộng thính diệc tư ta.,胡人共聽亦咨嗟。
"Ngọc nhan lưu lạc tử thiên nhai,",玉顏流落死天涯，
Tỳ bà khước truyền lai Hán gia.,琵琶卻傳來漢家。
"Hán cung tranh án tân thanh phổ,",漢宮爭按新聲譜，
Di hận dĩ thâm thanh cánh khổ.,遺恨已深聲更苦。
"Tiêm tiêm nữ thủ sinh động phòng,",纖纖女手生洞房，
Học đắc tỳ bà bất hạ đường.,學得琵琶不下堂。
"Bất thức hoàng vân xuất tái lộ,",不識黃雲出塞路，
Khởi tri thử thanh năng đoạn trường.,豈知此聲能斷腸。
