vi,ch
"Ô đài không phát hành đài phong,",烏台空發行台封，
Tư nông nhất tải quy Ngao Phong.,司農一載歸鼇峰。
"Thập thường bát cửu bất như ý,",十常八九不如意，
Nhân sinh xứ xứ hoan tương phùng.,人生處處歡相逢。
"Đế ưng thiên mệnh niệm xích tử,",帝膺天命念赤子，
Lâu hang vị nhẫn chinh man tung.,樓舡未忍征蠻賨。
"Cổ lai mỗi trùng hoàng hoa tuyển,",古來每重皇華選，
Tiêu quân lễ mạo tiên ung dung.,蕭君禮貌先雍容。
"Văn học ngữ ngôn đương thử cử,",文學語言當此舉，
Tể tướng kiến chi giai duyệt tòng.,宰相見之皆悅從。
"An Nam tiểu bang đẳng lân giới,",安南小邦等鱗介，
Tảo phó giáng khuyết triều chân long.,早赴絳闕朝真龍。
