vi,ch
"Quỳ châu xử nữ phát bán hoa,",夔州處女發半華，
Tứ thập ngũ thập vô phu gia.,四十五十無夫家。
"Canh tao táng loạn giá bất thụ,",更遭喪亂嫁不售，
Nhất sinh bão hận kham tư ta.,一生抱恨堪咨嗟。
"Thổ phong toạ nam sử nữ lập,",土風坐男使女立，
"Ưng đương môn hộ, nữ xuất nhập.",應當門戶女出入。
"Thập do bát cửu phụ tân quy,",十猶八九負薪歸，
Mại tân đắc tiền ứng cung cấp.,賣薪得錢應供給。
"Chí lão song hoàn chỉ thuỳ cảnh,",至老雙鬟只垂頸，
Dã hoa sơn diệp ngân thoa tịnh.,野花山葉銀釵並。
"Cân lực đăng nguy tập thị môn,",筋力登危集市門，
Tử sinh xạ lợi kiêm diêm tỉnh.,死生射利兼鹽井。
"Diện trang thủ sức tạp đề ngân,",面粧首飾雜啼痕，
Địa biển y hàn khốn thạch căn.,地褊衣寒困石根。
"Nhược đạo Vu sơn nữ thô xú,",若道巫山女粗醜，
Hà đắc thử hữu Chiêu Quân thôn.,何得此有昭君村。
