vi,ch
"Quân bất kiến Ngô Hàng độ hà thượng,",君不見吳航渡河上，
Tiêu tiêu đa cổ thụ.,蕭蕭多古樹。
"Thụ căn tích thạch trường thanh đài,",樹根積石長青苔，
Ưng bỉ tích nhân hệ chu xứ.,應比昔人系舟處。
"Tịch mịch hàn triều tự vãng hoàn,",寂寞寒潮自往還，
Quan hà bắc vọng không vân san.,關河北望空雲山。
"Thiên phù Bách Việt vinh quang yết,",天浮百粵榮光歇，
Hải tiếp Tam Ngô bá khí hàn.,海接三吳霸氣寒。
"Ngô vương thành khuyết kỷ thiên tải,",吳王城闕幾千載，
Khả hạm hà niên đáo Mân hải?,舸艦何年到閩海？
"Nguy tường tuấn lỗ trục phiêu phong,",危檣峻櫓逐飄風，
Kim nhật Ngô Hàng danh thượng tại.,今日吳航名尚在。
"Giang thượng niên niên xuân thảo tân,",江上年年春草新，
Thành đầu xa mã vãng lai tần.,城頭車馬往來頻。
"Dã điểu bất tri kinh hậu lại,",野鳥不知驚候吏，
Thuỳ dương không tự tống hành nhân.,垂楊空自送行人。
