vi,ch
"Nhân sinh thất thập cổ lai thiểu,",人生七十古來少，
Tiền trừ ấu niên hậu trừ lão.,前除幼年後除老。
"Trung gian quang cảnh một đa thì,",中間光景沒多時，
Hựu hữu viêm sương dữ phiền não.,又有炎霜與煩惱。
"Hoa tiền nguyệt hạ đắc cao ca,",花前月下得高歌，
Cấp tu mãn bả kim tôn đảo.,急須滿把金樽倒。
"Thế thượng tiền đa trám bất tận,",世上錢多賺不盡，
Triều lý quan đa tố bất liễu.,朝裏官多做不了。
"Quan đại tiền đa tâm chuyển ưu,",官大錢多心轉憂，
Lạc đắc tự gia đầu bạch tảo.,落得自家頭白早。
"Xuân hạ thu đông niệp chỉ gian,",春夏秋冬捻指間，
Chung tống hoàng hôn kê báo hiểu.,鍾送黄昏雞報曉。
"Thỉnh quân tế điểm nhãn tiền nhân,",請君細點眼前人，
Nhất niên nhất độ mai phương thảo.,一年一度埋芳草。
"Thảo lý cao đê đa thiểu phần,",草里高低多少墳，
Nhất niên nhất bán vô nhân tảo.,一年一半無人掃。
