vi,ch
"Giá nga phùng thiên phong,",駕鵝逢天風，
Bắc hướng kinh phi minh.,北向驚飛鳴。
"Phi minh nhập dạ cấp,",飛鳴入夜急，
Trắc thính đàn cầm thanh.,側聽彈琴聲。
Tá vấn đàn giả thuỳ?,借問彈者誰？
"Vân thị đương niên Biện Ngọc Kinh,",云是當年卞玉京，
Ngọc Kinh dữ ngã Nam Trung ngộ.,玉京與我南中遇。
"Gia cận Đại Công phường để lộ,",家近大功坊底路，
Tiểu viện thanh lâu đại đạo biên.,小院青樓大道邊。
"Đối môn khước thị Trung Sơn trú,",對門卻是中山住，
Trung Sơn hữu nữ kiều vô song.,中山有女嬌無雙。
"Thanh mâu hạo xỉ thuỳ minh đang,",清眸皓齒垂明璫，
Tằng nhân nội yến trực ca vũ.,曾因內宴直歌舞。
"Toạ trung miết kiến đồ nha hoàng,",坐中瞥見塗鴉黃，
Vấn niên thập lục thượng vị giá.,問年十六尚未嫁。
"Tri âm thức khúc đàn thanh thương,",知音識曲彈清商，
Quy lai nữ bạn tẩy hồng trang.,歸來女伴洗紅妝。
"Uổng tương tuyệt kỹ căng Bình Khang,",枉將絕技矜平康，
Như thử tài túc đương hầu vương.,如此才足當侯王。
"Vạn sự thương hoàng tại nam độ,",萬事倉皇在南渡，
Đại gia kỷ nhật năng chi ngô.,大家幾日能枝梧。
"Chiếu thư hốt hạ tuyển nga mi,",詔書忽下選蛾眉，
Tế mã khinh xa bất tri số.,細馬輕車不知數。
"Trung Sơn hảo nữ quang bồi hồi,",中山好女光徘徊，
Nhất thời phấn đại vô nhân cố.,一時粉黛無人顧。
"Diễm sắc tri vi thiên hạ truyền,",艷色知為天下傳，
Cao môn sầu bị bàng nhân đố.,高門愁被旁人妒。
"Tận đạo đương tiền hoàng ốc tôn,",盡道當前黃屋尊，
Thuỳ tri chuyển phán hồng nhan ngộ.,誰知轉盼紅顏誤。
"Nam Nội phương khán khởi Quế Cung,",南內方看起桂宮，
Bắc binh tảo báo lâm Qua Bộ.,北兵早報臨瓜步。
"Văn đạo quân vương tẩu ngọc thông,",聞道君王走玉驄，
Độc xa bất dụng sính chiêu dung.,犢車不用聘昭容。
"Hạnh trì thân nhập Trần cung lý,",幸遲身入陳宮裏，
Khước tảo danh điền Đại tịch trung.,卻早名填代籍中。
"Y hy ký đắc Kỳ dữ Nguyễn,",依稀記得祁與阮，
Đồng thời diệc trúng Tam cung tuyển.,同時亦中三宮選。
"Khả lân câu vị thức quân vương,",可憐俱未識君王，
Quân phủ sao danh bị khu khiển.,軍府抄名被驅遣。
"Mạn ngâm Lâm xuân, Quỳnh thụ thiên,",漫吟臨春瓊樹篇，
Ngọc nhan linh lạc uỷ hoa điền.,玉顏零落委花鈿。
"Đương thời thác oán Hàn Cầm Hổ,",當時錯怨韓擒虎，
Trương Khổng thừa ân dĩ thập niên.,張孔承恩已十年。
"Đãn giao nhất nhật kiến thiên tử,",但教一日見天子，
Ngọc Nhi cam vị Đông Hôn tử.,玉兒甘為東昏死。
Dương xa vọng hạnh a thuỳ tri?,羊車望幸阿誰知？
Thanh trủng thê lượng cánh như thử!,青冢凄涼竟如此！
"Ngã hướng hoa gian phất tố cầm,",我向花間拂素琴，
Nhất đàn tam thán vị thương tâm.,一彈三嘆為傷心。
"Ám tương Biệt hộc, Ly loan dẫn,",暗將別鵠離鸞引，
Tả nhập bi phong oán vũ ngâm.,寫入悲風怨雨吟。
"Tạc dạ thành đầu xuy tất lật,",昨夜城頭吹篳篥，
Giáo phường giã bị truyền hô cấp.,教坊也被傳呼急。
"Bích Ngọc ban trung phạ điểm lưu,",碧玉班中怕點留，
Nhạc Doanh môn ngoại Lư gia khấp.,樂營門外盧家泣。
"Tư cánh trang thúc xuất giang biên,",私更妝束出江邊，
Kháp ngộ Đan Dương hạ Chử thuyền.,恰遇丹陽下渚船。
"Tiễn tựu hoàng thi tham nhập đạo,",剪就黃絁貪入道，
Huề lai lục ỷ tố Thuyền quyên.,攜來綠綺訴嬋娟。
"Thử địa do lai thịnh ca vũ,",此地由來盛歌舞，
Tử đệ tam ban thập phiên cổ.,子弟三班十番鼓。
"Nguyệt minh huyền sách cánh vô thanh,",月明弦索更無聲，
Sơn Đường tịch mịch tao binh khổ.,山塘寂寞遭兵苦。
"Thập niên đồng bạn lưỡng tam nhân,",十年同伴兩三人，
Sa Đổng chu nhan tận hoàng thổ.,沙董朱顏盡黃土。
"Quý thích thâm khuê mạch thượng trần,",貴戚深閨陌上塵，
Ngô bối phiêu linh hà túc số!,吾輩飄零何足數！
"Toạ khách văn ngôn khởi thán ta,",坐客聞言起嘆嗟，
Giang sơn tiêu sắt ẩn bi già.,江山蕭瑟隱悲笳。
"Mạc tương Thái nữ biên đầu khúc,",莫將蔡女邊頭曲，
Lạc tận Ngô vương uyển lý hoa.,落盡吳王苑裏花。
