vi,ch
"Hùng lôi chấn không Lục Giáp khu,",雄雷震空六甲驅，
Không thanh tái hộ âm mô hồ.,空青塞戶陰模糊。
"Quyển mao đạm thiệt hình trạng thù,",卷毛舕舌形狀殊，
Đào Tận hổ báo sài lang khu.,逃盡虎豹豺狼貙。
"Đế thị tế tế thương đài phô,",諦視細細蒼苔鋪，
Phục nhi bất động phi thạch hồ.,伏而不動非石乎？
"Đẩu hồi kinh quý sinh hoan ngu,",陡回驚悸生歡娛，
Động thiên chỉ xích khai tiên đô.,洞天咫尺開仙都。
"Trung bất bách mẫu xà tuyến vu,",中不百畝蛇線紆，
Ngũ lý thập lý bàn kỳ khu.,五里十里盤崎嶇。
"Tiền chi thăng giả nao phụ đồ,",前之升者猱附途，
Dĩ chủng ma đính ngưỡng khả hô.,以踵摩頂仰可呼。
"Hốt nhiên sách chi hựu vong bô,",忽然索之又亡逋，
"Bạch nhật tại không ngọ dục bô,",白日在空午欲晡，
Phiên thân khiêu nhập Hồ Công hồ.,翻身跳入壺公壺。
"Tứ bích thuý sái tùng vũ thô,",四壁翠灑松雨粗，
"Tùng sinh thạch khích lão cánh du,",松生石隙老更腴，
Bất giai xích thổ nguyên khí phù.,不階尺土元氣扶。
"Tùng da thạch da đức bất cô,",松耶石耶德不孤，
"Thạch dĩ tùng cổ thanh bức phu,",石以松古青逼膚，
Tùng dĩ thạch quái thuỳ long hồ.,松以石怪垂龍胡。
"Thiên phong lai vãng điều sinh vu,",天風來往調笙竽，
Mãn thân vân khí lưu tư tu.,滿身雲氣留斯須。
"Xuất môn dư mã huyên cửu cù,",出門輿馬喧九衢，
Hung trung liễu liễu khâu hác câu.,胸中了了丘壑俱。
"Hu ta hồ: Hung trung liễu liễu khâu hác câu,",吁嗟乎胸中了了丘壑俱，
Thiên thu hoạ bản tư Nghê Vu.,千秋畫本思倪迂。
