vi,ch
"Lưu hoàng cơ thượng uyên ương cẩm,",流黃機上鴛鴦錦，
Minh diệt sơ đăng chiếu cô chẩm.,明滅疎燈照孤枕。
"Không khuê lãnh nguyệt tự quyên quyên,",空閨冷月自娟娟，
Tuyệt tắc kim phong hà lẫm lẫm.,絶塞金風何凜凜。
"Khởi thị minh hà lậu dĩ tàn,",起視明河漏已殘，
Sa trường dao vọng lộ man man.,沙塲遥望路漫漫。
La vi cẩm trướng nhân hà tại?,羅幃錦帳人何在，
Thuý mạc chiên cừu địa cánh hàn.,毳幙氊裘地更寒。
"Thủ dịch tàn đăng thủ đao xích,",手剔殘燈取刀尺，
Chế đắc chinh y ký chinh khách.,製得征衣寄征客。
"Khứ niên ký khứ vô hồi âm,",去年寄去無回音，
Thử nhật vô do thức khoan trách.,此日無由識寛窄。
"Khoan trách như kim vị khả tri,",寛窄如今未可知，
Kỷ hồi dục tiễn hựu trì nghi.,幾回欲剪又遲疑。
"Kim đao vị hạ tràng tiên đoạn,",金刀未下腸先斷，
Nhược tuyến sơ phùng lệ tự thuỳ.,弱線初縫淚自垂。
"Lệ thuỳ điểm điểm câu thành huyết,",淚垂㸃㸃俱成血，
Ô tại chinh y bất năng diệt.,汚在征衣不能滅。
"Ân cần vi thức y thượng ngân,",殷勤為拭衣上痕，
Khủng lệnh cô khách thiêm sầu tuyệt.,恐令孤客添愁絶。
"Yểm lệ tài y viễn ký tương,",掩淚裁衣逺寄将，
Thiếp thân bất cập thử y thường.,妾身不及此衣裳。
"Y thường do đắc thân quân thể,",衣裳猶得親君體，
Tiện thiếp không cư thiên nhất phương.,賤妾空居天一方。
