vi,ch
"Dã hoa già nhãn tửu triêm thế,",野花遮眼酒沾涕，
Tắc nhĩ sầu thinh tân triều sự.,塞耳愁聽新朝事。
"Để báo thúc tác nhất khuông khôi,",邸報束作一筐灰，
Triều y điển dữ tài hoa thị.,朝衣典與栽花市。
"Tân thi nhật nhật thiên dư ngôn,",新詩日日千餘言，
Thi trung vô nhất ưu dân tự.,詩中無一憂民字。
"Bàng nhân đạo ngã chân hội hội,",旁人道我真聵聵，
Khẩu bất năng đáp chỉ sơn thuý.,口不能答指山翠。
"Tự tòng lão Đỗ đắc thi danh,",自從老杜得詩名，
Ưu quân ái quốc thành nhi hý.,憂君愛國成兒戲。
"Ngôn ký vô dung mặc bất khả,",言既無庸默不可，
Nguyễn gia ná đắc bất trầm tuý?,阮家那得不沉醉？
"Nhãn để nùng nùng nhất bôi xuân,",眼底濃濃一杯春，
Đỗng vu Lạc Dương niên thiếu lệ.,慟于洛陽年少淚。
