vi,ch
"Thiên hà dạ chuyển phiêu hồi tinh,",天河夜轉漂回星，
Ngân phố lưu vân học thuỷ thanh.,銀浦流雲學水聲。
"Ngọc cung quế thụ hoa vị lạc,",玉宮桂樹花未落，
Tiên thiếp thái hương thuỳ bội anh.,仙妾採香垂佩纓。
"Tần phi quyển liêm bắc song hiểu,",秦妃捲簾北窗曉，
Song tiền thực đồng thanh phụng tiểu.,窗前植桐青鳳小。
"Vương tử xuy sinh nga quản trưởng,",王子吹笙鵝管長，
Hô long canh yên chủng dao thảo.,呼龍耕煙種瑤草。
"Phấn hà hồng thụ ngẫu ty quần,",粉霞紅綬藕絲裙，
Thanh Châu bộ thập lan điều xuân.,青洲步拾蘭苕春。
"Đông chỉ Hy Hoà năng tẩu mã,",東指羲和能走馬，
Hải trần tân sinh thạch sơn hạ.,海塵新生石山下。
