vi,ch
"Thử thân phiêu bạc khổ tây đông,",此身飄泊苦西東，
Hữu tý thiên khô bán nhĩ lung.,右臂偏枯半耳聾。
"Tịch tịch hệ chu song há lệ,",寂寂繫舟雙下淚，
"Du du phục chẩm, tả thư không.",悠悠伏枕左書空。
"Thập niên xúc cúc tương sồ viễn,",十年蹴踘將雛遠，
Vạn lý thu thiên tập tục đồng.,萬里秋千習俗同。
"Lữ nhạn thượng vân quy tử tái,",旅雁上雲歸紫塞，
Gia nhân toàn hoả dụng thanh phong.,家人鑽火用青楓。
"Tần thành lâu các yên hoa lý,",秦城樓閣煙花裏，
Hán chủ sơn hà cẩm tú trung.,漢主山河錦繡中。
"Phong thuỷ xuân lai Động Đình khoát,",風水春來洞庭闊，
Bạch tần sầu sát bạch đầu ông.,白蘋愁殺白頭翁。
