vi,ch
"Đạo nhân lai tự Sùng Thiên cung,",道人來自崇天宮，
"Thủ đề nhất bức mô hồ long,",手提一幅糢糊龍。
"Vân thị Trùng Hoa thánh nhân vạn cơ hạ,",云是重華聖人萬幾暇，
Mặc hý tam muội thời thung dung.,墨戲三昧時從容。
"Thủ trung tạo hoá diệu vô tích,",手中造化妙無蹟，
Ngư thoa tạm thác Đào gia bích.,漁梭暫托陶家壁。
"Động tiền độc đới thấp vân quy,",洞前獨帶濕雲歸，
Tiên khởi Bình Ế khu tích lịch.,鞭起屏翳驅霹靂。
"Xuân hồi ngũ tự khê lưu quang,",春回五字溪流光，
Ấn phân tam đạo châu ngưng hương.,印分三道珠凝香。
"Nhiệt đàn triển bái tạ thiên tứ,",熱檀展拜謝天賜，
Ngâm thanh phảng phất sinh công đường.,吟聲彷彿生公堂。
"Bình sinh phan long sự tắc dĩ,",平生攀龍事則已，
Nhất phiến thiền tâm tuỳ hải thuỷ.,一片禪心隨海水。
"Chí tôn nhược đãi vi lâm thời,",至尊若待為霖時，
Chỉ hợp hình cầu trúc nham sĩ.,只合形求築岩士。
