vi,ch
"Trãi quan nga nga diện tự thiết,",豸冠峨峨面似鐵，
Bất độc ái mai kiêm ái tuyết.,不獨愛梅兼愛雪。
"Ái mai ái tuyết ái duyên hà,",愛梅愛雪愛緣何？
Ái duyên tuyết bạch mai thanh khiết.,愛緣雪白梅清潔。
"Thiên nhiên mai tuyết tự lưỡng kỳ,",天然梅雪自兩奇，
Cánh thiêm đài bách chân tam tuyệt.,更添臺柏真三絕。
"La Phù tiên tử băng vi hồn,",羅浮仙子冰為魂，
Khoảnh khắc năng linh quỳnh tác tiết.,頃刻能令瓊作屑。
"Dạ thâm kỳ thụ toái linh lung,",夜深琪樹碎玲瓏，
Nguyệt hộ phong song hàn lẫm liệt.,月戶風窗寒凜烈。
"Nhược phi phong đệ ám hương lai,",若非風遞暗香來，
Phân phân nhất sắc hà do biệt.,紛紛一色何由別。
"Tuần thiềm bất phạ ngọc lâu hàn,",巡簷不怕玉樓寒，
Ngân hải dao quang cánh thanh triệt.,銀海搖光更清徹。
"Cửu trùng chẩn niệm cập hà manh,",九重軫念及遐氓，
Vạn lý cẩm y dao trú tiết.,萬里錦衣遙駐節。
"Sương phong quyển địa khí hoành thu,",霜風捲地氣橫秋，
Thân tại viêm hoang tâm nguỵ khuyết.,身在炎荒心魏闕。
"Giao nam thập nguyệt noãn như xuân,",交南十月暖如春，
Mộng trung chỉ hữu hoa kham chiết.,夢中只有花堪折。
"Tương tâm thác vật cổ hữu chi,",將心托物古有之，
Cao trục thâm kỳ đạo tiền triết.,高蠋深期蹈前哲。
"Đông Pha vị trúc bất khả vô,",東坡謂竹不可無，
Liêm Khê ái liên diệc hữu thuyết.,濂溪愛連亦有說。
"Càn khôn vạn cổ nhất thanh trí,",乾坤萬古一清致，
Bá Kiều thi tứ Tây Hồ nguyệt.,灞橋詩思西湖月。
