vi,ch
"Xuân thôi nông công động thiên mạch,",春催農工動阡陌，
Canh lê phân vân ngưu bội huyết.,耕犁紛紜牛揹血。
"Chủng thì dĩ biến phục vân tỉ,",种蒔已遍复耘耔，
Cửu tình khát vũ xa thanh phát.,久晴渴雨車聲發。
"Vãng lai tuần thị hiểu tịch mang,",往來巡視曉夕忙，
Hương tuệ thuỳ đầu thu đăng trường.,香穗垂頭秋登場。
"Nhất niên khổ tân kim hạnh thục,",一年楛辛今幸熟，
Tráng nhi kiện phụ tranh tảo thương.,壯儿健婦爭掃倉。
"Quan du tư phụ sách giao chí,",官輸私負索交至，
Thược hợp bất lưu đãn khang tì.,勺合不留但糠秕。
"Ngã phúc bất bão bão tha nhân,",我腹不飽飽他人，
Chung nhật mao thiềm sầu ngạ tử.,終日茅檐愁餓死。
"Xuân khí huân đào tàm động chỉ,",春氣熏陶蠶動紙，
Thái tang nhi nữ hống như thị.,採桑兒女哄如市。
"Trú tự dạ uỷ thời phân bàn,",晝飼夜餧時分盤，
Quynh môn tạ khách cẩn tục kỵ.,扃門謝客謹俗忌。
"Tuyết đoàn lạc giá trừu kiển ty,",雪團落架抽繭絲，
Tiểu cô tao xa phụ chức ky.,小姑繅車婦織機。
"Toàn gia cần lao các hữu vọng,",全家勤勞各有望，
Ông ảo xử phân tương tài y.,翁媼處分將裁衣。
"Quan du tư phụ sách giao chí,",官輸私負索交至，
Xích thốn bất lưu đãn sương tứ.,尺寸不留但箱笥。
"Ngã thân bất noãn noãn tha nhân,",我身不暖暖他人，
Chung nhật mao thiềm sầu đống tử.,終日茅檐愁凍死。
