vi,ch
"Bất ẩm hồ vi tuý ngột ngột,",不飲胡為醉兀兀，
Thử tâm dĩ trục quy yên phát.,此心已逐歸鞍發。
"Quy nhân do tự niệm đình vi,",歸人猶自念庭闈，
Kim ngã hà dĩ uỷ tịch mịch!,今我何以慰寂寞！
"Đăng cao hồi thủ pha lũng cách,",登高回首坡壟隔，
Đãn kiến ô mạo xuất phục một.,但見烏帽出復沒。
"Khổ hàn niệm nhĩ y cừu bạc,",苦寒念爾衣裘薄，
Độc kỵ sấu mã đạp tàn nguyệt.,獨騎瘦馬踏殘月。
"Lộ nhân hành ca cư nhân lạc,",路人行歌居人樂，
Đồng bộc quái ngã khổ thê trắc.,童僕怪我苦悽惻。
"Diệc tri nhân sinh yếu hữu biệt,",亦知人生要有別，
Đãn khủng tuế nguyệt khứ phiêu hốt.,但恐歲月去飄忽。
"Hàn đăng tương đối ký trù tích,",寒燈相對記疇昔，
Dạ vũ hà thì thính tiêu sắt?,夜雨何時聽蕭瑟？
"Quân tri thử ý bất khả vong,",君知此意不可忘，
Thận vật khổ ái cao quan chức.,慎勿苦愛高官職。
