vi,ch
Quân bất kiến:,君不見：
"Ba Đông sơn sắc liên Ba Tây,",巴東山色連巴西，
Giang đầu nhật lạc phong thê thê.,江頭日落風凄凄。
"Hành nhân quá thử bất năng khứ,",行人過此不能去，
Đình xa sầu thính giang viên đề.,停車愁聽江猿啼。
"Nham hác thiên lý đoạn hành lộ,",岩壑千里斷行路，
Đằng sao cát thứ phân vô số.,藤梢葛刺紛無數。
"Đề viên lộng thử do vị liễu,",啼猿弄此猶未了，
Thúc nhiên đằng thượng thanh phong thụ.,倏然騰上青楓樹。
"Sử quân hành chỉ Tàm Tùng từ,",使君行指蠶叢祠，
Ba nhân đạo nghênh ca “Trúc chi”.,巴人道迎歌竹枝。
"Ca thanh tương tuyệt viên thanh tục,",歌聲將絕猿聲續，
Thanh âm diểu diểu như ai ngọc.,清音裊裊如哀玉。
"Cẩm quan dịch ngoại tạp minh tuyền,",錦官驛外雜鳴泉，
Đại Kiếm sơn đầu bi lạc mộc.,大劍山頭悲落木。
"Thử nhật Trường An nhất ức quân,",此日長安一憶君，
Tri quân dao túc Lãng thành vân.,知君遙宿閬城雲。
"Các trung dạ dạ đề viên khởi,",各中夜夜啼猿起，
Nhược đáo tam thanh na khả văn.,若到三聲那可聞。
