vi,ch
"Giới am bán gian khả dung tất,",芥庵半間可容膝，
Ngột ngột đằng đằng tự độ nhật.,兀兀騰騰自度日。
"Bách điểu bất lai xuân trú nhàn,",百鳥不來春晝閒，
Tiêu nhiên tứ bích chân vô vật.,翛然四壁真無物。
"Vật nhược vô trần bích bất lập,",物若無塵壁不立，
Mê lư giới tử tòng hà nhập.,迷廬芥子從何入
"Thuỳ nhân thứ phá giới am trung,",誰人覷破芥庵中，
Thất lộ tiện sử thiên ma khấp.,失路便使天魔泣
"Cơ lai bão khiết phạn nhất bát,",饑來飽喫飯一缽，
Thanh thuỷ mãn bình khả tiêu khát.,清水滿瓶可消渴。
"Đằng sàng chẩm thượng trác ngọ miên,",藤床枕上卓午眠，
Chính thị cá trung chân khoái hoạt.,正是個中真快活。
"Kinh dã bất khan Phật bất nghĩ,",經也不看佛不擬，
Y nhãn hà vi kim tiết quí.,醫眼何為金屑貴。
"Khách lai vấn cập bản lai nhân,",客來問及本來人，
Nhận khán y tiền hoàn bất thị.,認看依前還不是。
"Hưu hưu ngoại mịch khổ thi công,",休休外覓苦施功，
Phất phất tị khổng cổ kim đồng.,拂拂鼻孔古今同。
"Giới am tất cánh vô kỳ vật,",芥庵畢竟無奇物，
Chỉ ma mi hoành tị trực ông.,只麼眉橫鼻直翁。
