vi,ch
"Đả mạch đả mạch,",打麥打麥，
Bành bành phách phách.,彭彭魄魄。
"Thanh tại sơn nam ứng sơn bắc,",聲在山南應山北，
Tứ nguyệt thái dương xuất đông bắc.,四月太陽出東北。
"Tài ly hải kiêu mạch thượng thanh,",才离海嶠麥尚青，
Chuyển đáo thiên tâm mạch dĩ thục.,轉到天心麥已熟。
"Hạt đán thôi nhân dạ bất miên,",鹖旦催人夜不眠，
Trúc kê khiếu vũ vân như mặc.,竹雞叫雨雲如墨。
"Đại phụ yêu liêm xuất,",大婦腰鐮出，
Tiểu phụ cụ khuông trục.,小婦具筐逐。
"Thượng lũng tiên loát thanh,",上壟先捋青，
Hạ lũng dĩ thành thúc.,下壟已成束。
"Điền gia dĩ khổ nãi vi lạc,",田家以苦乃為樂，
Cảm đạn đầu khô diện tiều hắc.,敢憚頭枯面焦黑。
"Quý nhân tiến miếu dĩ thường tân,",貴人荐廟已嘗新，
Tửu lễ ung dung hội sở thân.,酒醴雍容會所親。
"Khúc chung yếm ứ lạo đồng bộc,",曲終厭飫勞童仆，
Khởi tín điền gia vị nhập thần.,豈信田家未入脣。
"Tận tương tinh hảo du công phú,",盡將精好輸公賦，
Thứ bả thăng đẩu cầu thị nhân.,次把升斗求巿人。
"Mạch thu chính cấp hựu ương hoà,",麥秋正急又秧禾，
"Phong tuế tự thiểu hung tuế đa,",丰歲自少兇歲多，
Điền gia tân khổ khả nại hà.,田家辛苦可奈何！
"Tương thử đả mạch từ,",將此打麥詞，
Kiêm tác tháp hoà ca.,兼作插禾歌。
