vi,ch
"Bất kiến cố nhân thập niên dư,",不見故人十年餘，
Bất đạo cố nhân vô tố thư.,不道故人無素書。
"Nguyện phùng nhan sắc quan tái viễn,",願逢顏色關塞遠，
Khởi ý xuất thủ giang thành cư.,豈意出守江城居。
"Ngoại giang Tam Giáp thả tương tiếp,",外江三峽且相接，
Đấu tửu tân thi chung nhật sơ.,鬥酒新詩終日疏。
"Tạ Diễu mỗi thiên kham phúng tụng,",謝脁每篇堪諷誦，
Phùng Đường dĩ lão thính xuy hư.,馮唐已老聽吹噓。
"Bạc thuyền thu dạ kinh xuân thảo,",泊船秋夜經春草，
Phục chẩm thanh phong hạn ngọc trừ.,伏枕青楓限玉除。
"Nhãn tiền sở ký tuyển hà vật,",眼前所寄選何物，
Tặng tử Vân An song lý ngư.,贈子雲安雙鯉魚。
