vi,ch
"Ức tích tiên hoàng tuần sóc phương,",憶昔先皇巡朔方，
Thiên thặng vạn kỵ nhập Hàm Dương.,千乘萬騎入咸陽。
"Âm Sơn kiêu tử hãn huyết mã,",陰山驕子汗血馬，
"Trường khu đông hồ, Hồ tẩu tàng.",長驅東胡胡走藏。
"Nghiệp Thành phản phúc bất túc quái,",鄴城反復不足怪，
Quan Trung tiểu nhi hoại kỷ cương.,關中小兒壞紀綱，
"Trương hậu bất lạc, thượng vi mang.",張后不樂上為忙。
"Chí kim, kim thượng do bát loạn,",至今今上猶撥亂，
Lao thân tiều tứ bổ tứ phương.,勞身焦思補四方。
"Ngã tích cận thị thao phụng dẫn,",我昔近侍叨奉引，
Xuất binh chỉnh túc bất khả đương.,出兵整肅不可當。
"Vi lưu mãnh sĩ thủ Vị Ương,",為留猛士守未央，
"Trí sứ Kỳ, Ung phòng Tây Khương.",致使岐雍防西羌。
"Khuyển Nhung trực lai toạ ngự sàng,",犬戎直來坐禦床，
Bách quan tiển túc tuỳ thiên vương.,百官跣足隨天王。
"Nguyện kiến bắc địa Phó Giới Tử,",願見北地傅介子，
Lão nho bất dụng thượng thư lang.,老儒不用尚書郎。
