vi,ch
"Hoà Nhung chiếu hạ thập ngũ niên,",和戎詔下十五年，
Tướng quân bất chiến không lâm biên.,將軍不戰空臨邊。
"Chu môn trầm trầm án ca vũ,",朱門沉沉按歌舞，
Cứu mã phì tử cung đoạn huyền.,廄馬肥死弓斷弦。
"Thú lâu điêu đẩu thôi lạc nguyệt,",戍樓刁斗催落月，
Tam thập tòng quân kim bạch phát.,三十從軍今白發。
"Địch lý thuỳ tri tráng sĩ tâm,",笛里誰知壯士心，
Sa đầu không chiếu chinh nhân cốt.,沙頭空照征人骨。
"Trung Nguyên can qua cổ diệc văn,",中原干戈古亦聞，
Khởi hữu nghịch Hồ truyền tử tôn.,豈有逆胡傳子孫！
"Di dân nhẫn tử vọng khôi phục,",遺民忍死望恢復，
Kỷ xứ kim tiêu thuỳ lệ ngân.,幾處今宵垂淚痕！
