vi,ch
"Dạ toạ bất yếm hồ thượng nguyệt,",夜坐不厭湖上月，
Trú hành bất yếm hồ thượng san.,晝行不厭湖上山。
"Nhãn tiền nhất tôn hựu trường mãn,",眼前一尊又長滿，
Tâm trung vạn sự như đẳng nhàn.,心中萬事如等閑。
"Chủ nhân hữu thử bách dư thạch,",主人有黍百餘石，
Trọc dao sổ đẩu ưng bất tích.,濁醪數斗應不惜。
"Tức kim tương đối bất tận hoan,",即今相對不盡歡，
Biệt hậu tương tư phục hà ích.,別後相思復何益。
"Thù Du loan đầu quy lộ xa,",茱萸灣頭歸路賒，
Nguyện quân thả túc Hoàng công gia.,願君且宿黃公家。
"Phong quang nhược thử nhân bất tuý,",風光若此人不醉，
Sâm si cô phụ đông viên hoa.,參差辜負東園花。
