vi,ch
"Thiếu Lăng dã lão thôn thanh khốc,",少陵野老吞聲哭，
Xuân nhật tiềm hành Khúc giang khúc.,春日潛行曲江曲。
"Giang đầu cung điện toả thiên môn,",江頭宮殿鎖千門，
Tế liễu tân bồ vị thuỳ lục?,細柳新蒲為誰綠。
"Ức tích nghê tinh há nam uyển,",憶昔霓旌下南苑，
Uyển trung vạn vật sinh nhan sắc.,苑中萬物生顏色。
"Chiêu Dương điện lý đệ nhất nhân,",昭陽殿裡第一人，
Đồng liễn tuỳ quân thị quân trắc.,同輦隨君侍君側。
"Liễn tiền tài nhân đới cung tiễn,",輦前才人帶弓箭，
Bạch mã tước khiết hoàng kim lặc.,白馬嚼嚙黃金勒。
"Phiên thân hướng thiên ngưỡng xạ vân,",翻身向天仰射雲，
Nhất tiếu chính truỵ song phi dực.,一笑正墜雙飛翼。
Minh mâu hạo xỉ kim hà tại?,明眸皓齒今何在，
Huyết ô du hồn quy bất đắc.,血污遊魂歸不得，
"Thanh Vị đông lưu, Kiếm Các thâm,",清渭東流劍閣深，
Khứ trú bỉ thử vô tiêu tức.,去住彼此無消息。
"Nhân sinh hữu tình lệ triêm ức,",人生有情淚沾臆，
Giang thuỷ giang hoa khởi chung cực.,江水江花豈終極。
"Hoàng hôn Hồ kỵ trần mãn thành,",黃昏胡騎塵滿城，
Dục vãng thành nam vọng thành bắc.,欲往城南望城北。
