vi,ch
"Trấp niên du tử bất đắc quy,",廿年遊子不得歸，
Gia hương thiên lý âm vấn hy.,家鄉千里音問稀。
"Kính đường tinh tinh song mấn thuỳ,",鏡棠星星雙鬢垂，
Thảo tâm luyến luyến tam xuân huy.,草心戀戀三春暉。
"Quy lai nhất nhật quan dĩ ty,",歸來一日官已卑，
Phong phong vũ vũ bôn thả trì.,風風雨雨奔且馳。
"Đường thượng tiếu vấn lai hà trì,",堂上笑問來何遲，
Giai tiền phủ phục tu mấn mi.,階前頫伏鬚鬢眉。
"Khởi ký sơ cuồng đệ diệc si,",啟旣疏狂弟亦癡，
Gia bần hà dĩ cung cam chi.,家貧何以供甘脂。
"Tái tiếu vị nhữ hà dĩ vi,",再笑謂汝何以爲，
Canh điền thực lực ngô an chi.,耕田食力吾安之。
"Thế gian vạn sự hôi trần phi,",世間萬事灰塵飛，
Duy hữu lý nghĩa năng tự tri.,惟有理義能自治。
"Mãn nhi bất dật cao bất nguy,",滿而不溢高不危，
Thánh hiền hà sự ngôn thao trì.,聖賢何事言操持。
"Tam nguyệt tắc điếu điếu giả bi,",三月則弔弔者悲，
Điếu giả an tri phi hạ tuỳ.,弔者安知非賀隨。
"Khởi khởi tái bái tiền trí từ,",啟起再拜前致辞，
Vạn thiên nhi tội đa khoáng khuy.,萬千兒罪多曠虧。
"Nô thai tiền lộ do vị bì,",駑駘前路猶未疲，
Cố thử thần hôn bất cảm vi.,顧此晨昏不敢違。
"Trần tình luỹ tố thiên xương phi,",陳情累素天閶披，
Nhất phiến thần tâm minh thánh tri.,一片臣心明聖知。
"Đầu lô man han phát như ty,",頭顱顢頇髪如絲，
Lão nhân đường thượng vi anh nhi.,老人堂上爲嬰兒。
"Tích tuế Bàn Đào xưng thọ chi,",昔歲蟠桃稱壽卮，
Bồng Lai khuyết hạ hoàng long trì.,蓬萊闕下黃龍墀。
"Kim nhật hà nhật ban lan y,",今日何日斑斕衣，
Xuân phong xuy động mai ba chi.,春風吹動梅葩枝。
"Trường nguyện niên niên tự kim nhật,",長願年年似今日，
Nam cai tuần bộ tương hài hy.,南陔循步相諧煕。
