vi,ch
"Trường hận ca, vị thuỳ tác?",長恨歌，為誰作？
Đề khởi đầu lai tâm tiện ác.,題起頭來心便惡。
"Triêu tư mộ tưởng vô liễu kỳ,",朝思暮想無了期，
Tái bả loan tiên tố tình bạc.,再把鸞箋訴情薄。
"Thiếp gia nguyên tại Lâm An lộ,",妾家原在臨安路，
Lân các công huân thụ ân lộ.,麟閣功勛受恩露。
"Hậu nhân thân lão thất quân cơ,",後因親老失軍機，
Giáng điều Nam Dương vệ Thiên Hộ.,降調南陽衛千戶。
"Thâm khuê dưỡng dục kiều loan thân,",深閨養育嬌鸞身，
Bất tằng cử bộ ly trung đình.,不曾舉步离中庭。
"Khởi tri nhị cửu tai tinh đáo,",豈知二九災星到，
Hốt tuỳ nữ bạn trang đài hành.,忽隨女伴妝臺行。
"Thu thiên hí xúc phương tài bãi,",秋千戲蹴方才罷，
Hốt kinh tường giác sinh nhân thoại.,忽驚牆角生人話。
"Hàm tu quy khứ hương phòng trung,",含羞歸去香房中，
Thương mang tầm mịch hương la phách.,倉忙尋覓香羅帕。
"La phách thuỳ tri nhập quân thủ,",羅帕誰知入君手，
Không lệnh mai hương vãng lai tẩu.,空令梅香往來走。
"Đắc mông quân tặng hương la thi,",得蒙君贈香羅詩，
Não thiếp tương tư yêm bệnh cửu.,惱妾相思淹病久。
"Cảm quân bái mẫu kết muội huynh,",感君拜母結妹兄，
Lai từ khứ giản nhiêu ân tình.,來詞去簡饒恩情。
"Chỉ khủng ân tình thành cẩu hợp,",只恐恩情成苟合，
Lưỡng tằng kết phát đồng sơn minh.,兩曾結髮同山盟。
"Sơn minh hải thệ hoàn bất tín,",山盟海誓還不信，
Hựu thác Tào Di tác môi chứng.,又托曹姨作媒証。
"Hôn thư tả định thiêu thương khung,",婚書寫定燒蒼穹，
Thuỷ kết ư phi tại thiên mệnh.,始結於飛在天命。
"Tình giao nhị tải điềm như mật,",情交二載甜如蜜，
Tài tử tư thân hốt thành tật.,才子思親忽成疾。
"Thiếp tâm bất nhẫn quân tâm sầu,",妾心不忍君心愁，
Phản khuyến tài lang quy cố tịch.,返勸才郎歸故籍。
"Đinh ninh thử khứ Cô Tô thành,",叮嚀此去姑蘇城，
Hoa nhai mạc thính dương xuân thanh.,花街莫聽陽春聲。
"Nhất đổ từ nhan tiện hồi thủ,",一睹慈顏便回首，
Hương khuê khả niệm nhân cô lánh.,香閨可念人孤另。
"Chúc phó ân cần biệt tài tử,",囑付殷勤別才子，
Khí cựu liên tân nhậm tòng nhĩ.,棄舊憐新任從爾。
"Na tri nhất khứ ý vong hoàn,",那知一去意忘還，
Chung nhật tư quân bất như tử.,終日思君不如死。
"Hữu nhân lai thuyết quân trùng hôn,",有人來說君重婚，
Kỷ phiên dục tín nhưng nan bằng.,幾番欲信仍難憑。
"Hậu nhân tôn cửu khứ phục phản,",後因孫九去復返，
Phương tri kháng lệ hài văn quân.,方知伉儷諧文君。
"Thử tình hận sát bạc tình giả,",此情恨殺薄情者，
Thiên lý nhân duyên nan cát xá.,千里姻緣難割舍。
"Đáo thủ ân tình đô phụ chi,",到手恩情都負之，
Đắc ý phong lưu tại hà dã?,得意風流在何也？
"Mạc luận thiếp sầu trường dữ đoản,",莫論妾愁長與短，
Vô xứ tương nang thi bất mãn.,無處箱囊詩不滿。
"Đề tàn cẩm trát ngũ thiên trương,",題殘錦札五千張，
Tả thốc mao chuỳ tam bách quản.,寫秃毛錐三百管。
"Ngọc khuê nhân sấu kiều vô lực,",玉閨人瘦嬌無力，
Giai kỳ phản tác trường tương ức.,佳期返作長相憶。
"Uổng tương bát tự suy tử bình,",枉將八字推子平，
"Không bả tam sinh bốc ""Chu dịch"".",空把三生卜《周易》。
"Tòng đầu nhất nhất tư lượng khởi,",從頭一一思量起，
Vãng nhật giao tình bất khuy nhữ.,往日交情不虧汝。
"Ký nhiên ân ái như phù vân,",既然恩愛如浮雲，
Hà bất đương sơ mạc tương dữ?,何不當初莫相與？
"Oanh oanh yến yến giai thành đối,",鶯鶯燕燕皆成對，
Hà độc thiên sinh ngã vô phối.,何獨天生我無配。
"Kiều phụng muội tử thiếu nhị niên,",嬌鳳妹子少二年，
Quát thiêm hài nhi dĩ tam tuế.,适添孩兒已三歲。
"Tự tàm khinh khí thiên kim khu,",自慚輕棄千金軀，
Y hoan ngã độc tâm cô bi.,伊歡我獨心孤悲。
Tiên niên thệ nguyện kim hà tại?,先年誓愿今何在？
Cử đầu tam xích hữu thần kỳ.,舉頭三尺有神祇。
"Quân vãng Giang Nam thiếp Giang Bắc,",君往江南妾江北，
Thiên lý quan sơn viễn tương cách.,千里關山遠相隔。
"Nhược năng lưỡng sí hốt nhiên sinh,",若能兩翅忽然生，
Phi hướng ngô giang cận quân trắc.,飛向吳江近君側。
"Sơ giao nhĩ ngã thiên địa tri,",初交你我天地知，
Kim lai vô số nhân dương phi.,今來無數人揚非。
"Hổ môn thâm toả thiên kim sắc,",虎門深鎖千金色，
Thiên giao nhất tiếu tao quân cơ.,天教一笑遭君機。
"Hận quân đoản hành quy âm phủ,",恨君短行歸陰府，
Thí tự hoàng thiên bất sinh ngã.,譬似皇天不生我。
"Tòng kim thư đệ cố nhân thu,",從今書遰故人收，
Bất vọng hồi âm đáo trung sở.,不望回音到中所。
"Khả liên thiết giáp tướng quân gia,",可憐鐵甲將軍家，
Ngọc khuê dưỡng nữ kiều như hoa.,玉閨養女嬌如花。
"Chỉ nhân pha thức cầm thư vị,",只因頗識琴書味，
Phong lưu bất cửu quy quỹ sa.,風流不久歸籄沙。
"Bạch la trượng nhị huyền cao lương,",白羅丈二懸高梁，
Phiêu nhiên nhãn để hồn mang mang.,飄然眼底魂茫茫。
"Báo đạo nhất thanh kiều loan ải,",報道一聲嬌鸞縊，
Mãn thành tiếu sát lâm an vương.,滿城笑殺臨安王。
"Thiếp thân tự quý phi lương nữ,",妾身自愧非良女，
Thiện bả khuê tình tiện khinh hứa.,擅把閨情賤輕許。
"Tương tư trái mãn hoàn cửu tuyền,",相思債滿還九泉，
Cửu tuyền chi hạ bất nhiêu nhữ.,九泉之下不饒汝。
"Đương sơ sủng thiếp phi như kim,",當初寵妾非如今，
Ngã kim oán nhữ như hải thâm.,我今怨汝如海深。
"Tự tri thiếp ý giai nhân ý,",自知妾意皆仁意，
Thuỳ tưởng quân tâm tự thú tâm!,誰想君心似獸心！
"Tái tương nhất bức la giao tiêu,",再將一幅羅鮫綃，
Ân cần viễn ký lang gia dao.,殷勤遠寄郎家遙。
"Tự thán hưng vong giai thử vật,",自嘆興亡皆此物，
Sát nhân khả thứ tình nan nhiêu.,殺人可恕情難饒。
"Phản phục đinh ninh chỉ như thử,",返復叮嚀只如此，
Vãng nhật nhàn sầu kim nhật chỉ.,往日閑愁今日止。
"Quân kim khẳng niệm cựu phong lưu,",君今肯念舊風流，
Bão khán kiều loan thư nhất chỉ.,飽看嬌鸞書一紙。
