vi,ch
"Lương Châu thành đầu văn đả cổ,",涼州城頭聞打鼓，
Lương Châu thành bắc tận Hồ Lỗ.,涼州城北盡胡虜。
"Vũ thư tạc dạ đáo Tây kinh,",羽書昨夜到西京，
Hồ binh dĩ phạm Lương Châu thành.,胡兵已犯涼州城。
"Lương Châu binh khí nhược vân hắc,",涼州兵氣若雲黑，
Bách vạn nhân gia giai dĩ một.,百萬人家皆已沒。
"Hán quân tây xuất địch thanh ai,",漢軍西出笛聲哀，
Hồ kỵ văn chi khứ phục lai.,胡騎聞之去復來。
"Niên niên thử địa thành biên thổ,",年年此地成邊土，
Cánh dữ Hồ nhân tương gian xứ.,竟與胡人相間處。
"Hồ nhân hữu phụ năng Hán âm,",胡人有婦能漢音，
Hán nữ diệc giải điệu Hồ cầm.,漢女亦解調胡琴。
"Điệu Hồ cầm, Án Hồ phổ,",調胡琴，按胡譜，
"Phu tế tòng quân bán sinh tử,",夫婿從軍半生死，
Mỹ nhân đạp diên thượng ca vũ.,美人踏筵尚歌舞。
"Quân bất kiến cổ lai biên đầu đa chiến thương,",君不見古來邊頭多戰傷，
Sinh nam khởi như sinh nữ cường.,生男豈如生女強。
