vi,ch
"Nguyên Hoà thiên tử thần vũ tư,",元和天子神武姿，
Bỉ hà nhân tai Hiên dữ Hy.,彼何人哉軒與羲。
"Thệ tương thượng tuyết liệt thánh sỉ,",誓將上雪列聖恥，
Toạ pháp cung trung triều tứ di.,坐法宮中朝四夷。
"Hoài Tây hữu tặc ngũ thập tải,",淮西有賊五十載，
"Phong lang sinh khu, khu sinh bi.",封狼生貙貙生羆。
"Bất cứ sơn hà, cứ bình địa,",不據山河據平地，
Trường qua lợi mâu nhật khả huy.,長戈利矛日可麾。
"Đế đắc thánh tướng, tướng viết Độ,",帝得聖相相曰度，
Tặc chước bất tử thần phù trì.,賊斫不死神扶持。
"Yêu huyền tướng ấn tá đô thống,",腰懸相印作都統，
Âm phong thảm đạm thiên vương kỳ.,陰風慘澹天王旗。
"Tố Vũ Cổ Thông tác nha trảo,",愬武古通作牙爪，
Nghi tào ngoại lang tái bút tuỳ.,儀曹外郎載筆隨。
"Hành quân tư mã trí thả dũng,",行軍司馬智且勇，
Thập tứ vạn chúng do hổ tỳ.,十四萬眾猶虎貔。
"Nhập Thái phọc tặc hiến thái miếu,",入蔡縛賊獻太廟，
Công vô dữ nhượng ân bất tý.,功無與讓恩不訾。
"Đế viết: “Nhữ độ công đệ nhất,",帝曰汝度功第一，
Nhữ tòng sự Dũ nghi vi từ.”,汝從事愈宜為辭。
Dũ bái khể thủ đạo thả vũ:,愈拜稽首蹈且舞：
“Kim thạch khắc hoạch thần năng vi.,金石刻畫臣能為。
"Cổ giả thế xưng đại thủ bút,",古者世稱大手筆，
Thử sự bất hệ ư chức ty.,此事不係於職司。
"Đương nhân tự cổ hữu bất nhượng”,",當仁自古有不讓，
Ngôn cật lũ hàm thiên tử di.,言訖屢頷天子頤。
"Công thoái trai giới toạ tiểu các,",公退齋戒坐小閣，
Nhu nhiễm đại bút hà lâm ly.,濡染大筆何淋灕。
"Điểm thoán Nghiêu điển Thuấn điển tự,",點竄堯典舜典字，
Đồ cải Thanh miếu Sinh dân thi.,塗改清廟生民詩。
"Văn thành phá thể, thư tại chỉ,",文成破體書在紙，
Thanh thần tái bái phô đan trì.,清晨再拜鋪丹墀。
"Biểu viết: “Thần Dũ muội tử thướng,",錶曰臣愈昧死上，
Vịnh thần thánh công thư chi bi.”,詠神聖功書之碑。
"Bi cao tam trượng tự như đấu,",碑高三丈字如鬥，
"Phụ dĩ linh ngao, bàn dĩ ly.",負以靈鰲蟠以螭。
"Cú kỳ ngữ trọng dụ giả thiểu,",句奇語重喻者少，
Sàm chi thiên tử ngôn kỳ tư.,讒之天子言其私。
"Trường thằng bách xích duệ bi đảo,",長繩百尺拽碑倒，
Thô sa đại thạch tương ma trì.,粗砂大石相磨治。
"Công tử tư văn nhược nguyên khí,",公子斯文若元氣，
Tiên thì dĩ nhập nhân can tỳ.,先時已入人肝脾。
"Thang bàn khổng đỉnh hữu thuật tác,",湯盤孔鼎有述作，
Kim vô kỳ khí tồn kỳ từ.,今無其器存其辭。
"Ô hô! Thánh vương cập thánh tướng,",嗚呼！聖王及聖相，
Tương dữ huyên hách lưu thuần hy.,相與烜赫流淳熙。
"Công chi tư văn bất thị hậu,",公之斯文不示後，
Hạt dữ tam ngũ tương phan truy.,曷與三五相攀追。
"Nguyện thư vạn bản, tụng vạn quá,",願書萬本頌萬過，
"Khẩu giác lưu mạt, hữu thủ chi.",口角流沫右手胝。
"Truyền chi thất thập hữu nhị đại,",傳之七十有二代，
Dĩ vi phong thiện ngọc kiểm minh đường cơ.,以為封禪玉檢明堂基。
