vi,ch
"Thạch Môn sơn thượng đăng lâm xứ,",石門山上登臨處，
Hư thất cao song nhàn bạch trú.,虛室高窗閑白晝。
"Cự khẩu hàm a thổ phạn cung,",巨口谽呀吐梵宮，
Tha nga quái thạch cao đê thụ.,嵯峨怪石高低樹。
"Bất nhân thần quỷ phủ cân dư,",不因神鬼斧斤餘，
"Khắc xảo công phu nguyên thái tố,",刻巧工夫元太素。
"Hồi đầu diểu diểu bát hoang khoan,",回頭渺渺八荒寬，
"Thanh thiên bất tận, sơn vô số.",青天不盡山無數。
Động môn bất toả trấn trường khai.,洞門不鎖鎮長開，
Biệt hữu nhất trùng thiên thượng khứ.,別有一重天上去。
"Tính tinh kim tự luyện sơ thành,",性精金自鍊初成，
Nhân ngã sơn căn xứ xứ bình.,人我山根處處平。
"Giang thuỷ đạm ư tăng nhãn bích,",江水淡於僧眼碧，
Hải sơn nùng tự Phật đầu thanh.,海山濃似佛頭青。
"Kim ngao bối thượng Kỳ viên địa,",金鰲背上祇園地，
Bảo ốc quang trung Xá Vệ thành.,寶屋光中舍衛城。
"Quyện điểu hữu tình y mật diệp,",倦鳥有情依密葉，
Nhàn vân vô ý lạc không đình.,閑雲無意落空庭。
"Đông phong vũ tễ tình quang bạc,",東風雨霽晴光薄，
Số điểm yên tiêu nhật sắc minh.,數點煙消日色明。
"Kinh vũ dư nhàn truy thắng tiễn,",經武餘閑追勝踐，
Chung thân tâm tuý tạm hoàn tinh.,終身心醉暫還醒。
