vi,ch
"Bức trắc hà bức trắc,",逼仄何逼仄，
Ngã cư hạng nam tử hạng bắc.,我居巷南子巷北。
"Khả hận lân lý gian,",可恨鄰里間，
Thập nhật bất nhất kiến nhan sắc.,十日不一見顏色。
"Tự tòng quan mã tống hoàn quan,",自從官馬送還官，
Hành lộ nan hành sáp như cức.,行路難行澀如棘。
"Ngã bần vô thặng phi vô túc,",我貧無乘非無足，
Tích giả tương qua kim bất đắc.,昔者相過今不得。
"Thực bất thị ái vi khu,",實不是愛微軀，
Hựu phi quan túc vô lực.,又非關足無力。
"Đồ bộ phiên sầu quan trưởng nộ,",徒步翻愁官長怒，
Thử tâm quýnh quýnh quân ưng thức.,此心炯炯君應識。
"Hiểu lai cấp vũ xuân phong điên,",曉來急雨春風顛，
Thuỵ mỹ bất văn chung cổ truyền.,睡美不聞鐘鼓傳。
"Đông gia kiển lư hứa tá ngã,",東家蹇驢許借我，
Nê hoạt bất cảm kỵ triều thiên.,泥滑不敢騎朝天。
"Dĩ lệnh thỉnh cấp hội thông tịch,",已令請急會通籍，
Nam nhi tín mệnh tuyệt khả liên.,男兒信命絕可憐。
Yên năng chung nhật tâm quyền quyền.,焉能終日心拳拳，
Ức quân tụng thi thần lẫm nhiên.,憶君誦詩神凜然。
"Tân di thuỷ hoa diệc dĩ lạc,",辛夷始花亦已落，
Huống ngã dữ tử phi tráng niên.,況我與子非壯年。
"Nhai đầu tửu giá thường khổ quý,",街頭酒價常苦貴，
Phương ngoại tửu đồ hy tuý miên.,方外酒徒稀醉眠。
"Tốc nghi tương tựu ẩm nhất đẩu,",速宜相就飲一斗，
Kháp hữu tam bách thanh đồng tiền.,恰有三百青銅錢。
