vi,ch
"Ngã gia xã công canh tạc chủ,",我家社公耕鑿主，
Cầu tình đắc tình vũ đắc vũ.,求晴得晴雨得雨。
"Kim xuân tác xã thần cánh hoan,",今春作社神更歡，
Trị ngã nhất niên tân bệnh dũ.,值我一年新病愈。
"Tường hạ tiểu đào hồng mãn chi,",墻下小桃紅滿枝，
Đường đông nhược liễu thuỳ kim ty.,塘東弱柳垂金絲。
"Xã phạn xuy hương xuất mao ốc,",社飯吹香出茅屋，
Lạp tửu nhất khuynh liên sổ chi.,腊酒一傾連數卮。
"Thổ cổ phùng phùng quá lâm tế,",土鼓逢逢過林際，
Tuý tháp sơn hoa cộng thần hý.,醉插山花共神戲。
"Cách lân kê điểu hỷ dục cuồng,",隔鄰雞鳥喜欲狂，
Tiếp tịch nhi đồng tiếu tương lỵ.,接席兒童笑相詈。
"Mãn nhiệt lô hương phần chỉ tiền,",滿爇爐香焚紙錢，
Đại gia tái bái kỳ phong niên.,大家再拜祈豐年。
"Phóng thần cảm đạo Kim Mã khách,",放臣敢道金馬客，
Minh nhật phù lê đồng há điền.,明日扶犁同下田。
