vi,ch
"Đăng khoa chi hậu thuỷ tương thức,",登科之後始相識，
Thần tịch dữ quân nhã tương đắc.,晨夕與君雅相得。
"Hồi thủ phong trần tam thập niên,",回首風塵三十年，
Hải nguyệt sơn vân đồng tẩm thực.,海月山雲同寑食。
"Thất bạch ngã tri quân vi thân,",匹帛我知君為親，
Đẩu mễ quân tri ngã chi bần.,斗米君知我之貧。
"Tầm thường sở chí tại ôn bão,",尋常所志在溫飽，
Hà cảm liêu liêu đàm cổ nhân.,何敢寥廖談古人。
"Tạc dạ phỏng quân chi bị hĩ,",昨夜訪君之憊矣，
Bệnh trung nhất kiến dược nhiên khởi.,病中一見躍然起。
"Thương tai! Quân bệnh ngã diệc suy,",傷哉！君病我亦衰，
Thử hậu giao du cánh hà tự.,此後交遊更何似。
