vi,ch
"Ức tích Khai Nguyên toàn thịnh nhật,",憶昔開元全盛日，
Tiểu ấp do tàng vạn gia thất.,小邑猶藏萬家室。
"Đạo mễ lưu chỉ, túc mễ bạch,",稻米流脂粟米白，
Công tư thương lẫm câu phong thật.,公私倉廩俱豐實。
"Cửu châu đạo lộ vô sài hổ,",九州道路無豺虎，
Viễn hành bất lao cát nhật xuất.,遠行不勞吉日出。
"Tề hoàn, Lỗ cảo xa ban ban,",齊紈魯縞車班班，
Nam canh nữ tang bất tương thất.,男耕女桑不相失。
"Cung trung thánh nhân tấu vân môn,",宮中聖人奏雲門，
Thiên hạ bằng hữu giai giao tất.,天下朋友皆膠漆。
"Bách dư niên gian vị tai biến,",百餘年間未災變，
"Thúc Tôn lễ nhạc, Tiêu Hà luật.",叔孫禮樂蕭何律。
Khởi văn nhất quyên trị vạn tiền.,豈聞一絹直萬錢，
"Hữu điền chủng cốc kim lưu huyết,",有田種穀今流血。
"Lạc Dương cung điện thiêu phần tận,",洛陽宮殿燒焚盡，
Tông miếu tân trừ hồ thố huyệt.,宗廟新除狐兔穴。
"Thương tâm bất nhẫn vấn kỳ cựu,",傷心不忍問耆舊，
Phục khủng sơ tòng loạn ly thuyết.,復恐初從亂離說。
"Tiểu thần lỗ độn vô sở năng,",小臣魯鈍無所能，
Triều đình ký thức mông lộc trật.,朝廷記識蒙祿秩。
"Chu tuyên trung hưng vọng ngã hoàng,",周宣中興望我皇，
Sái huyết Giang Hán thân suy tật.,灑血江漢身衰疾。
