vi,ch
"Kim Lăng cung điện xuân phi vi,",金陵宮殿春霏微，
Giang Nam hoa phát giá cô phi.,江南花發鷓鴣飛。
"Phong lưu quốc chủ gia thiên khẩu,",風流國主家千口，
Thập ngũ xuy tiêu phấn đại hy.,十五吹簫粉黛稀。
"Mãn đường thi tửu giai từ khách,",滿堂詩酒皆詞客，
Thức hãn tranh khan Bình Thúc bạch.,拭汗爭看平叔白。
"“Hậu đình” nhất khúc phong cảnh cải,",後庭一曲風景改，
Thu lệ lâm giang bi cố quốc.,收淚臨江悲故國。
Lệnh công hiến tịch triều Vị Ương.,令公獻籍朝未央。
Sắc thư trúc đệ ưu hàng vương.,敕書築第優降王。
"Nguỵ phu tằng bất thâu chức thất,",魏俘曾不輸織室，
Cung phụng nhất quan lai Vũ Cương.,供奉一官來武彊。
"Tần Hoài triều thuỷ Chung sơn thụ,",秦淮潮水鍾山樹，
Tái bắc Giang Nam dị hoài thổ.,塞北江南易懷土。
"Song yến thanh thu mộng Bách Lương,",雙燕清秋夢柏梁，
Xuy lạc thiên nhai do tịnh vũ.,吹落天涯猶並羽。
"Tương tuỳ vị thị đoạn trường bi,",相隨未是斷腸悲，
Hoàng Hà ưng hữu khước hoàn thì.,黃河應有卻還時。
Ninh tri phiên thủ nhất triều sự?,寧知翻手一朝事？
Chỉ xích hà sơn bất khả kỳ.,咫尺河山不可期。
"Thương hoàng tam cổ Hô Đà ngạn,",倉皇三鼓滹沱岸，
Lương nhân bạch mã kim thuỳ kiến?,良人白馬今誰見？
"Quốc vong gia phá nhất thân tồn,",國亡家破一身存，
Bạc mệnh như bồng tín lưu chuyển.,薄命如蓬信流轉。
"Phương Nghi gia ngã danh tự tân,",芳儀加我名字新，
Giáo ca khiển vũ bất do nhân.,教歌遣舞不由人。
"Thái châu thập thuý y thường hảo,",採珠拾翠衣裳好，
Thâm hồng ám trú kinh sa trần.,深紅暗晝驚沙塵。
"Âm sơn xạ hổ biên phong cấp,",陰山射虎邊風急，
Tào tạp tỳ bà tửu lan khấp.,嘈雜琵琶酒闌泣。
"Vô ngôn sổ biến Thiên Hà tinh,",無言數遍天河星，
Chỉ hữu nam Cơ cận hương ấp.,只有南箕近鄉邑。
"Đương niên thiên chỉ độ giang lai,",當年千指渡江來，
Thiên chỉ bất tri thân độc ai.,千指不知身獨哀。
"Trung Nguyên cốt nhục hựu linh lạc,",中原骨肉又零落，
Hoàng hộc ký ý hà đương hồi.,黃鵠寄意何當回。
"Sinh nam tự hữu tứ phương chí,",生男自有四方志，
Nữ tử na tri xuất môn sự?,女子那知出門事？
"Quân bất kiến: Lý Lăng truỳ kết lão cùng biên,",君不見李陵椎髻老窮邊，
Trượng phu phiêu bạc vưu kham liên.,丈夫漂泊尤堪憐。
