vi,ch
"Tào gia lão man giảo nhi vũ,",曹家老瞞狡而武，
Bách vạn qua mâu há Kinh thổ.,百萬戈矛下荊土。
"Chuế yêm tiểu xú di quần hùng,",贅閹小醜夷群雄，
Đương thời ý khí vô Giang Đông.,當時意氣無江東。
"Giang Đông thiếu niên kiếm chước án,",江東少年劍斫案，
Khu phong tẩu hoả Ô Lâm ngạn.,驅風走火烏林岸。
"Bắc thuyền yên tẫn Tây Thục đô,",北船煙燼西蜀都，
Ngô vương cung điện phi xích ô.,吳王宫殿飛赤烏。
"Thuỳ vi thử mưu Cát dữ Chu,",誰爲此謀葛與周，
Lưỡng lang niên kỷ nhị thập đầu.,兩郎年幾二十頭。
"Hùng đồ dĩ hĩ vật thuỳ đạo,",雄圖已矣勿誰道，
Xích Bích chu trung nhân dĩ lão.,赤壁舟中人已老。
