vi,ch
"Mộc lan chi duệ sa đường châu,",木蘭之枻沙棠舟，
Ngọc tiêu kim quản toạ lưỡng đầu.,玉簫金管坐兩頭；
"Mỹ tửu tôn trung trí thiên hộc,",美酒樽中置千斛，
Tái kỹ tuỳ ba nhiệm khứ lưu.,載妓隨波任去留。
"Tiên nhân hữu đãi thừa hoàng hạc,",仙人有待乘黃鶴，
Hải khách vô tâm tuỳ bạch âu.,海客無心隨白鷗。
"Khuất Bình từ phú huyền nhật nguyệt,",屈平詞賦懸日月，
Sở vương đài tạ không sơn khâu.,楚王臺榭空山丘。
"Hứng hàm lạc bút dao ngũ nhạc,",興酣落筆搖五嶽，
Thi thành tiếu ngạo lăng thương châu.,詩成笑傲凌滄洲。
"Công danh phú quý nhược trường tại,",功名富貴若長在，
Hán thuỷ diệc ưng tây bắc lưu.,漢水亦應西北流。
