vi,ch
"Quân bả tửu, thính ngã ca.",君把酒，聽我歌。
"Quân bất kiến mạch thượng tang,",君不見陌上桑，
Thuần bôn bôn hề thước cương cương.,鶉奔奔兮鵲疆疆。
"Cao đường kim tịch đăng chúc quang,",高堂今夕燈燭光，
Yên xu Triệu nữ xuy sanh hoàng.,燕姝趙女吹笙簧。
"Quân bả tửu, thính ngã ca.",君把酒，聽我歌。
"Mỹ nhân mỹ nhân mỹ như thử,",美人美人美如此，
Khuynh thành khuynh quốc lương hữu dĩ.,傾城傾國良有以。
"Chu hoặc Bao Tự phong hoả khởi,",周惑褒姒烽火起，
Trụ hoặc Đát Kỷ hiền nhân tử.,紂惑妲己賢人死。
"Quân bả tửu, thính ngã ca.",君把酒，聽我歌。
"Hán gia chi loạn Lữ thái hậu,",漢家之亂呂太後，
Đường gia chi loạn Vũ Tắc Thiên.,唐家之亂武則天。
"Nguỵ công Đồng đài hoá tiêu thổ,",魏公銅臺化焦土，
Tuỳ Dương Nguyệt điện thành phi yên.,隋煬月殿成飛烟。
"Quân bả tửu, thính ngã ca.",君把酒，聽我歌。
"Mỹ nhân mỹ nhân sắc khả thực,",美人美人色可食，
Mỹ nhân mỹ nhân tiếu khả ái.,美人美人笑可愛。
"Mỹ nhân mệnh bạc tranh nại hà,",美人命薄爭奈何，
Mỹ nhân sắc suy tương khí bối.,美人色衰相棄背。
"Mỹ nhân nhất tiếu nan tái đắc,",美人一笑難再得，
Mỹ nhân tuyệt sắc kim hà tại.,美人絕色今何在。
Quân bất kiến:,君不見：
"Mã Ngôi pha hạ Dương Thái Chân,",馬嵬坡下楊太真，
Thiên sinh vưu vật bất túc trân.,天生尤物不足珍。
"Na cập Đường Ngu cửu phụ nhân,",那及唐虞九婦人，
Thiên cổ vạn cổ danh bất nhân.,千古萬古名不湮。
