vi,ch
"Thái thường lâu thuyền thanh ngao tào,",太常樓船聲嗷嘈，
Vấn binh quát khấu xu Hạ Lao.,問兵刮寇趨下牢。
"Mục xuất lệnh bôn phi bách tao,",牧出令奔飛百艘，
Mãnh giao đột thú phân đằng đào.,猛蛟突獸紛騰逃。
"Bạch Đế hàn thành trú cẩm bào,",白帝寒城駐錦袍，
Huyền đông thị ngã hồ quốc đao.,玄冬示我胡國刀。
"Tráng sĩ đoản y đầu hổ mao,",壯士短衣頭虎毛，
Bằng hiên bạt sao thiên vi cao.,憑軒拔鞘天為高。
"Phiên phong chuyển nhật mộc nộ hào,",翻風轉日木怒號，
Băng dực tuyết đạm thương ai nhu.,冰翼雪澹傷哀猱。
"Tuyên thác bích anh tịch đề cao,",鐫錯碧罌鷿鵜膏，
"Mang ngạc dĩ oánh hư thu đào,",鋩鍔已瑩虛秋濤，
Quỷ vật phiết liệt từ khanh hào.,鬼物撇捩辭坑壕。
"Thương Thuỷ sứ giả môn xích thao,",蒼水使者捫赤絛，
Long Bá quốc nhân bãi điếu ngao.,龍伯國人罷釣鼇。
"Nhuế Công hồi thủ nhan sắc lao,",芮公回首顏色勞，
Phân khổn cứu thế dụng hiền hào.,分閫救世用賢豪。
"Triệu công ngọc lập cao ca khởi,",趙公玉立高歌起，
"Lãm hoàn kết bội tương chung thuỷ,",攬環結佩相終始，
Vạn tuế trì chi hộ thiên tử.,萬歲持之護天子。
"Đắc quân loạn ty dữ quân lý,",得君亂絲與君理，
Thục giang như tuyến như châm thuỷ.,蜀江如線如針水。
"Kinh sầm đàn hoàn tâm vị dĩ,",荊岑彈丸心未已，
Tặc thần ác tử hưu cán kỷ.,賊臣惡子休幹紀。
"Ly mị võng lượng đồ vi nhĩ,",魑魅魍魎徒為耳，
Yêu yêu loạn lĩnh cảm hân hỉ.,妖腰亂領敢欣喜。
"Dụng chi bất cao diệc bất bí,",用之不高亦不庳，
Bất tự trường kiếm tu thiên ỷ.,不似長劍須天倚。
"Dụ ta quang lộc anh hùng nhị,",籲嗟光祿英雄弭，
Đại Thực bảo đao liêu khả tỷ.,大食寶刀聊可比。
"Đan thanh uyển chuyển Kỳ Lân lý,",丹青宛轉麒麟裏，
Quang mang lục hợp vô nê chỉ.,光芒六合無泥滓。
