vi,ch
"Yên sơn bắc khởi cao nga nga,",燕山北起高峨峨，
Đông lưu Dịch thuỷ vô đình ba.,東流易水無停波。
"Bắc phong tiêu tiêu trúc thanh thiết,",北風蕭蕭築聲切，
Tích nhân ư thử tống Kinh Kha.,昔人於此送荊軻。
"Đồ trung chuỷ thủ phi lương kế,",圖中匕首非良計，
Kham thán Yên Đan vô viễn khí.,堪嘆燕丹無遠器。
"Độc lâu không tử Phàn tướng quân,",髑髏空死樊將軍，
Nhật mạc Tần binh mãn Yên thị.,日莫秦兵滿燕市。
"Vãng sự không dư Dịch thuỷ hàn,",往事空餘易水寒，
Bạch linh phi há địa tiêu can.,白翎飛下地椒幹。
"Kinh qua thử địa đối lưu thuỷ,",經過此地對流水，
Tri nhĩ trì trù mã thượng khan.,知爾踟躕馬上看。
