vi,ch
"Tiêm vân tứ quyển thiên vô hà,",纖雲四卷天無河，
Thanh phong xuy không nguyệt thư ba.,清風吹空月舒波。
"Sa bình thuỷ tức thanh ảnh tuyệt,",沙平水息聲影絕，
Nhất bôi tương thuộc quân đương ca.,一杯相屬君當歌。
"Quân ca thanh toan từ thả khổ,",君歌聲酸辭且苦，
Bất năng thính chung lệ như vũ.,不能聽終淚如雨。
"Động Đình liên thiên, Cửu Nghi cao,",洞庭連天九疑高，
Giao long xuất một tinh ngô hào.,蛟龍出沒猩鼯號。
"Thập sinh cửu tử đáo quan sở,",十生九死到官所，
U cư mặc mặc như tàng đào.,幽居默默如藏逃。
"Hạ sàng uý xà thực uý dược,",下床畏蛇食畏藥，
Hải khí thấp chập huân tinh tao.,海氣濕蟄熏腥臊。
"Tạc giả châu tiền chuý đại cổ,",昨者州前捶大鼓，
Tự hoàng kế thánh đăng Quỳ Cao.,嗣皇繼聖登夔皋。
"Xá thư nhất nhật hành vạn lý,",赦書一日行萬里，
Tội tòng đại tích giai trừ tử.,罪從大辟皆除死。
"Thiên giả truy hồi lưu giả hoàn,",遷者追回流者還，
Địch hà đãng cấu thanh triêu ban.,滌瑕蕩垢清朝班。
"Châu gia thân danh sử gia ức,",州家申名使家抑，
Khảm kha chỉ đắc di Kinh Man.,坎軻只得移荊蠻。
"Phán ty ty quan bất kham thuyết,",判司卑官不堪說，
Vị miễn chuý sở trần ai gian.,未免捶楚塵埃間。
"Đồng thì bối lưu đa thượng đạo,",同時輩流多上道，
Thiên lộ u hiểm nan truy phan.,天路幽險難追攀。
"Quân ca thả hưu thính ngã ca,",君歌且休聽我歌，
Ngã ca kim dữ quân thù khoa.,我歌今與君殊科。
"Nhất niên minh nguyệt kim tiêu đa,",一年明月今宵多，
Nhân sinh do mệnh phi do tha.,人生由命非由他。
Hữu tửu bất ẩm nại minh hà.,有酒不飲奈明何。
