vi,ch
"Môn đối vân tiêu bích ngọc lưu,",門對雲霄碧玉流，
Sổ thanh ngư địch nhất giang thu;,數聲漁笛一江秋；
"Hành dương nhạn đoạn sở thiên khoát,",衡陽雁斷楚天闊，
Kỷ độ triều lai vấn quá chu.,幾度朝來問過舟。
"Dương đài ngọc yết hành vân hạnh,",陽臺玉歇行雲杏，
Khung thương hồng hy xuân tiễu tiễu;,穹蒼鴻稀春悄悄；
"Uyên ương cô miên oán phương thảo,",鴛鴦孤眠怨芳草，
Dạ dạ tương tư hà thời liễu.,夜夜相思何時瞭。
"Thiếp phi vô thanh bất cảm đề,",妾非無聲不敢啼，
Thiếp phi vô lệ bất cảm thuỳ;,妾非無淚不敢垂；
"Nhu tình khi tổn thanh đại my,",柔情欺損青黛眉，
Xuân phong trước nhân ý tiêu tác.,春風著人意蕭索。
"Lục song thư tự ký tâm khúc,",綠窗書字寄心曲，
Tế khán hương hàn uyển thả nhu;,細看香翰婉且柔；
"Trung hữu nhàn sầu tam vạn hộc,",中有閑愁三萬觳，
Hướng ngung khí bút trù trướng thời.,向隅棄筆惆悵時。
"Thử tình mặc mặc thuỳ đắc tri,",此情默默誰得知，
Vô ngôn tương kiến không tương ức;,無言相見空相憶；
"Ký nhiên tương tư nhạ nhân sầu,",既然相思惹人愁，
Bất như đương nhật hưu tương thức.,不如當日休相識。
