vi,ch
"Nam từ kinh khuyết sấn triêu vũ,",南辭京闕趁朝雨，
Dương liễu thanh thanh phàm kỷ thụ.,楊柳青青凡幾樹。
"Tân bằng tương tống xa thanh huyên,",賓朋相送車聲喧，
Xa hạ ân cần mỗi chấp thủ.,車下慇懃每執手。
"Nhi tình tối thị Từ công tôn,",兒情最是徐公孫，
Song hàng biệt lệ vô nhất ngôn.,雙行別淚無一言。
"Ấu nhãn thông tiêu miên bất đắc,",幼眼通宵眠不得，
Bình minh khởi tống cập đài môn.,平明起送及臺門。
"Quân bất kiến: Nam Bắc thiên vô tư vũ lộ,",君不見南北天無私雨露，
Trường An định hữu trùng lai lộ.,長安定有重來路。
"Chi kim lưu khứ nan vi tình,",祗今留去難為情，
Hoả luân nhất chuyển nhất hồi cố.,火輪一轉一回顧。
"Xa hành tấn tốc quá Hải Vân,",車行迅速過海雲，
Hương Bình thiên dĩ cách hồng trần.,香屏天已隔紅塵。
"Nhất phiến ly tình lưỡng tương hệ,",一片離情兩相繫，
Trường luyến thần kinh hoài cố nhân.,長戀神京懷故人。
