vi,ch
"Ngẫu trường tiêm lũ trừu khinh xuân,",藕腸纖縷抽輕春，
Yên cơ mạc mạc kiều nga tần.,煙機漠漠嬌娥嚬。
"Kim thoa tích lịch thấu không bạc,",金梭淅瀝透空薄，
Tiễn lạc giao đao xuy đoạn vân.,剪落交刀吹斷雲。
"Trương gia công tử dạ văn vũ,",張家公子夜聞雨，
Dạ hướng lan đường tư Sở vũ.,夜向蘭堂思楚舞。
"Thiền sam lân đới áp sầu hương,",蟬衫麟帶壓愁香，
Thâu đắc oanh hoàng toả kim lũ.,偷得鶯簧鎖金縷。
"Quản hàm lan khí kiều ngữ bi,",管含蘭氣嬌語悲，
Hồ tào tuyết oản uyên ương ti.,胡槽雪腕鴛鴦絲。
"Phù dung lực nhược ứng nan định,",芙蓉力弱應難定，
Dương liễu phong đa bất tự trì.,楊柳風多不自持，
"Hồi tần tiếu ngữ tây song khách,",回嚬笑語西窗客，
Tinh đẩu liêu liêu ba mạch mạch.,星斗寥寥波脈脈。
"Bất trục Tần vương quyến tượng sàng,",不逐秦王卷象床，
Mãn lâu minh nguyệt lê hoa bạch.,滿樓明月梨花白。
