vi,ch
"Trung hưng chư tướng thu Sơn Đông,",中興諸將收山東，
Tiệp thư dạ báo thanh trú đồng.,捷書夜報清晝同。
"Hà Quảng truyền văn nhất vi quá,",河廣傳聞一葦過，
Hồ nguy mệnh tại phá trúc trung.,胡危命在破竹中。
"Chỉ tàn Nghiệp thành bất nhật đắc,",只殘鄴城不日得，
Độc nhiệm sóc phương vô hạn công.,獨任朔方無限功。
"Kinh sư giai kỵ hãn huyết mã,",京師皆騎汗血馬，
Hồi Ngột uỷ nhục Bồ Đào cung.,回紇喂肉葡萄宮。
"Dĩ hỉ hoàng uy thanh Đại Hải,",已喜皇威清岱海，
Thường tư tiên trượng quá Không Đồng.,常思仙仗過崆峒。
"Tam niên địch lý “Quan san nguyệt”,",三年笛里關山月，
Vạn quốc binh tiền thảo mộc phong.,萬國兵前草木風。
"Thành Vương công đại tâm chuyển tiểu,",成王功大心轉小，
Quách tướng mưu thâm cổ lai thiểu.,郭相謀深古來少。
"Tư đồ thanh giám huyền minh kính,",司徒清鑒懸明鏡，
Thượng thư khí dữ thu thiên diểu?,尚書氣與秋天杳。
"Nhị tam hào tuấn vị thì xuất,",二三豪俊為時出，
Chỉnh đốn càn khôn tế thì liễu.,整頓乾坤濟時了。
"Đông tẩu vô phục ức lô ngư,",東走無復憶鱸魚，
Nam phi giác hữu an sào điểu.,南飛覺有安巢鳥。
"Thanh xuân phục tuỳ quan miện nhập,",青春復隨冠冕入，
Tử cấm chính nại yên hoa nhiễu.,紫禁正耐煙花繞。
"Hạc giá thông tiêu phụng liễn bị,",鶴駕通宵鳳輦備，
Kê minh vấn tẩm long lâu hiểu.,雞鳴問寢龍樓曉。
"Phan long phụ phụng thế mạc đương,",攀龍附鳳勢莫當，
Thiên hạ tận hoá vi hầu vương.,天下盡化為侯王。
"Nhữ đẳng khởi tri mông đế lực,",汝等豈知蒙帝力？
Thì lai bất đắc khoa thân cường.,時來不得誇身強。
"Quan Trung ký lưu tiêu thừa tướng,",關中既留蕭丞相，
Mạc hạ phục dụng Trương Tử Phòng.,幕下復用張子房。
"Trương công nhất sinh giang hải khách,",張公一生江海客，
"Thân trường cửu xích, tu mi thương.",身長九尺鬚眉蒼。
"Trưng khởi thích ngộ phong vân hội,",征起適遇風雲會，
Phù điên thuỷ tri trù sách lương.,扶顛始知籌策良。
"Thanh bào bạch mã cánh hà hữu,",青袍白馬更何有？
Hậu Hán kim Chu hỉ tái xương.,後漢今周喜再昌。
"Thốn địa xích thiên giai nhập cống,",寸地尺天皆入貢。
Kỳ tường dị thuỵ tranh lai tống.,奇祥異瑞爭來送：
"Bất tri hà quốc trí bạch hoàn,",不知何國致白環，
Phục đạo chư sơn đắc ngân úng.,復道諸山得銀瓮。
"Ẩn sĩ hưu ca “Tử chi” khúc,",隱士休歌紫芝曲，
Từ nhân giải soạn “Hà thanh” tụng.,詞人解撰河清頌。
"Điền gia vọng vọng tích vũ can,",田家望望惜雨乾，
Bố cốc xứ xứ thôi xuân chủng.,布谷處處催春種。
"Kỳ thượng kiện nhi quy mạc lãn,",淇上健兒歸幕懶，
Thành nam tư phụ sầu đa mộng.,城南思婦愁多夢。
"An đắc tráng sĩ vãn thiên hà,",安得壯士挽天河，
Tịnh tẩy giáp binh trường bất dụng.,淨洗甲兵長不用！
