vi,ch
"Ngã hành Lạc Dương đại đạo biên,",我行洛陽大道邊，
Nhất song thương nga phi thướng thiên.,一雙蒼鵝飛上天。
"Tích tai xuân thuỷ ngự câu khứ,",惜哉春水御溝去，
Hoá tác Hồ nhi ẩm mã tuyền.,化作胡儿飲馬泉。
"Tiền sơn kê minh dạ dục bán,",前山雞鳴夜欲半，
Cổ kiếm tuỳ thân vũ lăng loạn.,古劍隨身舞凌亂。
"Bạch quang hổ dược đằng tuyết sương,",白光虎躍騰雪霜，
Thần khí long bàn quán tinh Hán.,神氣龍蟠貫星漢。
"Vọng trung sa trần y chính hàn,",望中沙塵衣正寒，
Cử thủ điên đảo phát xung quan.,舉手顛倒髮沖冠。
"Lộc lô cược động tức thiên lý,",鹿盧屩動即千里，
Lan Tử hý thành đồ thất bàn.,蘭子戲成徒七盤。
Nhân sinh khởi vô chí?,人生豈無志？
Sự vãng cận hữu lệ.,事往僅有淚。
"Bì binh độc khốn thủ,",疲兵獨困守，
Kịch lỗ phiên cường chí.,劇虜翻強鷙。
"Khổng Dung tài sơ bất túc đa,",孔融才疏不足多，
Viên Thiệu chúng thịnh không Hoàng Hà.,袁紹眾盛空黃河。
"Đại công thổ địa nhưng đồng hoạn,",代公土地仍同患，
Đoàn quốc phong trần mạn trợ qua.,段國風塵漫助戈。
"Thế gian tráng sĩ đãn lão tử,",世間壯士但老死，
Đống thiết trầm mai hà xứ sử.,凍銕沉埋何處使！
"Thiên thu vạn tuế thanh kim cầu,",千秋萬歲青金虯，
Hận bất chú đắc Lưu Tinh Châu.,恨不鑄得劉并州。
