vi,ch
"Khung lư tạp chủng loạn kim phương,",穹廬雜種亂金方，
Vũ tướng thần binh hạ ngọc đường.,武將神兵下玉堂。
"Thiên tử tinh kỳ qua Tế Liễu,",天子旌旗過細柳，
Hung Nô vận số tận khô dương.,匈奴運數盡枯楊。
"Quan đầu lạc nguyệt hoành tây lĩnh,",關頭落月橫西嶺，
Tái hạ ngưng vân đoạn bắc hoang.,塞下凝雲斷北荒。
"Mạc mạc biên trần phi chúng điểu,",漠漠邊塵飛衆鳥，
Hôn hôn sóc khí tụ quần dương.,昏昏朔氣聚羣羊。
"Y hi Thục trượng mê tân trúc,",依稀蜀杖迷新竹，
Phảng phất Hồ sàng thức cố tang.,髣髴胡牀識故桑。
"Lâm Hải cựu lai văn Phiêu Kỵ,",臨海舊來聞驃騎，
Tầm Hà bổn tự hữu Trung lang.,尋河本自有中郎。
"Toạ khan chiến bích vi bình thổ,",坐看戰壁爲平土，
Cận đãi quân doanh tác phá Khương.,近待軍營作破羌。
