vi,ch
"Hải vũ thừa bình nhị bách niên,",海宇承平二百年，
Thâm cung xuân sắc toả thuyền quyên.,深宮春色鎖嬋娟。
"Yên hồng cẩm nhục nhân nhãn độc,",嫣紅錦褥人眼獨，
Thiển thuý hoa nhân điệp mộng triền.,淺翠花裀蝶夢纏。
"Bất thị thần tiên vô đối ngẫu,",不是神仙無對偶，
Khả kham phương cảnh hốt lưu liên.,可堪芳景忽流連。
"Sa song tịch mịch mai hàm tuyết,",紗窗寂寞梅酣雪，
Thuý ngự ly phi liễu khốn yên.,邃篽離披柳困煙。
"Hoa sự lan san xuân dĩ hĩ,",花事闌珊春已矣，
Tàn anh lạc nhứ tổng kham liên.,殘英落絮總堪憐。
"Đông đông hà xứ thành biên cổ,",鼕鼕何處城邊鼓，
Yết trần mạn tắc Trường An lộ.,羯塵漫塞長安路。
"Cức hạ phương toàn chấn diệp phong,",亟夏方旋振葉風，
Thâm xuân hốt điểm thôi hoa vũ.,深春忽點催花雨。
"Tu my vô đảm khống nguy thành,",鬚眉無膽控危城，
Thoa phiến tương thân để kiêu lỗ.,釵扇將身抵驕虜。
"Thiên vương tỉ phụ thượng công phi,",天王姊婦上公妃，
Bất tỉ tầm thường hoa lộng chủ.,不比尋常花弄主。
"Tôn vinh quý sủng đối thiên hoàng,",尊榮貴寵對天潢，
Điện sính liêm nghi ưu đặc số.,奠聘奩儀優特數。
"Vân thuỷ sô tùng thuý ỷ la,",雲水騶從翠綺羅，
Phong lưu tấn tướng phân thân trụ.,風流儐相紛紳冑。
"Phiến phu kiệu tử tận phi thường,",扇夫轎子儘非常，
Đô nhân kiến giả hô vi phụ.,都人見者呼為父。
"Nhân tiện tân lang như nhất khẩu,",人羡新郎如一口，
Thiếp kiến tân lang truỵ song thủ.,妾見新郎墜雙手。
"Y thường mạn lạn ngữ thù ly,",衣裳熳爛語侏离，
Cốt tướng lăng tằng bì trứu cổ.,骨相崚嶒皮皺古。
"Đính thượng cao đôi Trương Giác cân,",頂上高堆張角巾，
Thoái gian bất trước Hàn Tín khố.,腿間不著韓信褲。
"Kỳ trung nhất vật vọng nguy nhiên,",其中一物望巍然，
Trực dữ tứ chi trì vi ngũ.,直與四肢峙為五。
"Tĩnh tự cao tăng ngột toạ vong,",靜似高僧兀坐忘，
Động như biền tử ca thân vũ.,動如弁子歌身舞。
"Bất ngôn bất tiếu bất ôn tồn,",不言不笑不溫存，
Đại hống nhất thanh liệt như hổ.,大吼一聲烈如虎。
"Thiên quân phi tồn cứ tô hung,",千鈞飛蹲據酥胸，
Nộ liệt la quần phi tuyết cổ.,怒裂羅裙披雪股。
"Thử vật thuỳ tri giải thích nhân,",此物誰知解刺人，
Hiệt hàng sáp nhập ôn nhu hộ.,頡頏插入溫柔戶。
"Kiều hoa chi thượng cuồng oanh nhu,",嬌花枝上狂鶯揉，
Cuồng oanh bất vi kiều hoa hộ.,狂鶯不為嬌花護。
"Hoa mạc trùng trùng liệt tăng thanh,",花膜重重裂繒聲，
Diên lô phiến phiến phi yên lũ.,鉛爐片片飛煙縷。
"Nha giảo nhục thiên hãn như du,",牙咬肉顫汗如油，
Loạn đảo hồ trừu tố bất trụ.,亂搗胡抽做不住。
"Tu du quần đới lạc tân hồng,",須臾裙帶落新紅，
Ám điểm xuân trù phiên kỷ độ.,暗點春籌翻幾度。
"Thiếp thân lưỡng khổng tự liên hoàn,",妾身兩孔似連環，
Thuấn tức thông thành nhất đại khuyên.,瞬息通成一大圈。
"Quyển nhu điểm duyệt hốt kinh nhạ,",捲襦點閱忽驚訝，
Hàng ma bất trị bán văn tiền.,頏摩不值半文錢。
"Hắc ám ký phi tiền độ bạch,",黑暗既非前度白，
Oanh vu hựu cải cựu thời viên.,縈紆又改舊時圓。
"Hô hoàn nã úng niệu nhất niệu,",呼鬟拿甕尿一尿，
Niệu thuỷ chi thanh như phi tuyền.,尿水之聲如飛泉。
"Phi tuyền liễm diễm khứ bất phản,",飛泉瀲灩去不返，
Dương phong đả lạc đào hoa phiến.,陽風打落桃花片。
"Đào hoa kiều khiếp bất thắng phong,",桃花嬌怯不勝風，
Phong liễm hoa hồn do giác quyện.,風斂花魂猶覺倦。
"Doanh doanh liễu cốt sấu tam phân,",盈盈柳骨瘦三分，
Triệp triệp tương la khoan nhất bán.,褶褶湘羅寬一半。
"Để sự tuy nhiên bất sát nhân,",底事雖然不殺人，
Mộ vũ triều vân an thục lạn.,暮雨朝雲安熟爛。
"Tự tòng kì khổ đắc kì hoan,",自從奇苦得奇歡，
