vi,ch
"Luân Đài thành đầu dạ xuy giốc,",輪臺城頭夜吹角，
Luân Đài thành bắc Mao Đầu lạc.,輪臺城北旄頭落。
"Vũ thư tạc dạ quá Cừ Lê,",羽書昨夜過渠黎，
Thiền Vu dĩ tại Kim Sơn tê.,單于已在金山西。
"Thú lâu tây vọng yên trần hắc,",戍樓西望煙塵黑，
Hán binh truân tại Luân Đài bắc.,漢兵屯在輪臺北。
"Thượng tướng ủng mao tây xuất chinh,",上將擁旄西出征，
Bình minh xuy địch đại quân hành.,平明吹笛大軍行。
"Tứ biên phạt cổ tuyết hải dũng,",四邊伐鼓雪海湧，
Tam quân đại hô Âm Sơn động.,三軍大呼陰山動。
"Lỗ tái binh khí liên vân truân,",虜塞兵氣連雲屯，
Chiến trường bạch cốt triền thảo căn.,戰場白骨纏草根。
"Kiếm hà phong cấp tuyết phiến khoát,",劍河風急雪片闊，
Sa khẩu thạch đông mã đề thoát.,沙口石凍馬蹄脫。
"Á tướng cần vương cam khổ tân,",亞相勤王甘苦辛，
Thệ tướng báo chủ tĩnh biên trần.,誓將報主靜邊塵。
"Cổ lai thanh sử thuỳ bất kiến,",古來青史誰不見，
Kim kiến công danh thắng cổ nhân.,今見功名勝古人。
