vi,ch
"Tiền niên vọng quy, quy bất đắc,",前年望歸歸不得，
Khứ niên trung đồ cước vô lực.,去年中途腳無力。
"Tàn sinh hà ý hữu kim niên,",殘生何意有今年？
Đột ngột gia sơn đoạ nhãn tiền.,突兀家山墮眼前。
"Đông gia, tây gia bách hồ tửu,",東家西家百壺酒，
Chủ nhân bổng thương khách trường thọ.,主人捧觴客長壽。
"Tiên sinh tuý tụ vãn xuân hồi,",先生醉袖挽春回，
Vạn lạc thiên thôn mãn hoa liễu.,萬落千村滿花柳。
"Sơn linh vi cừ dã phóng điên,",山靈為渠也放顛，
Thế giới huyễn nhập đâu la miên,世界幻入兜羅綿。
"Tự hiềm ý cẩm thái hàn khất,",似嫌衣錦太寒乞，
Biệt tác ngọc tiết trang sơn xuyên.,別作玉屑妝山川。
"Nhân ngôn Thiếu Vi chiếu hương tỉnh,",人言少微照鄉井，
Chuẩn bị hoàng vân tam vạn khoảnh.,準備黃雲三萬頃。
"Hà nhân biện tác Trần Oánh Trung,",何人辦作陳瑩中？
Lai dữ tiên sinh cộng xuy bính.,來與先生共炊餅。
