vi,ch
"Tấn Dương thành ngoại thao thao thuỷ,",晉陽城外滔滔水，
Trí Bá tất đầu vi niệu khí.,智伯漆頭為溺器。
"Vô nhân báo cừu thành khả bi,",無人報仇誠可悲，
Kỳ thần Dự Nhượng thân đương chi.,其臣豫讓身當之。
"Tất thân vi lại dịch tu mi,",漆身為癩剔鬚眉，
Đương đạo khất thực thê bất tri.,當道乞食妻不知。
"Thân hiệp chuỷ thủ phục kiều hạ,",身挾匕首伏橋下，
Nộ thị cừu phúc cam như di.,怒視仇腹甘如飴。
"Sát khí lẫm lẫm bất khả cận,",殺氣凜凜不可近，
Bạch nhật vô quang sương tuyết phi.,白日無光霜雪飛。
"Tái hoạch tái xả tâm bất di,",再擭再舍心不移，
Lâm tử do năng tam kích y.,臨死猶能三擊衣。
"Lăng lăng kỳ khí thiên tiêu thượng,",凌凌奇氣千霄上，
Tự thử kiều danh canh Dự Nhượng.,自此橋名更豫讓。
"Quân thần đại nghĩa tối phân minh,",君臣大義最分明，
Quốc sĩ chúng nhân các dị thượng.,國士眾人各易尙。
"Quý sát nhân thần hoài nhị tâm,",愧剎人臣懷二心，
Thiên cổ văn chi sắc trù trướng.,千古聞之色惆悵。
"Bất thị Kinh Kha Nhiếp Chính đồ,",不是荊軻聶政徒，
Cam nhân hoạn dưỡng khinh kỳ khu.,甘人豢養輕其軀。
"Huyết khí chi dũng bất túc đạo,",血氣之勇不足道，
Quân độc tranh tranh thiết trượng phu.,君獨錚錚鐵丈夫。
"Lộ kinh Tam Tấn giai khâu thổ,",路經三晉皆丘土，
Chú mục kiều biên như hữu đổ.,注目橋邊如有睹。
"Tây phong thê thê hàn bức nhân,",西風凄凄寒逼人，
Chinh mã tần tần kinh thất lộ.,征馬頻頻驚失路。
"Chuỷ thủ đương thì thất thốn trường,",匕首當時七寸長，
Độc hữu vạn trượng quang mang cắng kim cổ.,獨有萬丈光茫亙今古。
