vi,ch
"Nhật nhật sơn, nhật nhật sơn,",日日山日日山，
"Dạ bất hành sơn, diệc tại sơn.",夜不行山亦在山。
"Đê dữ thương ba chuyển,",低與蒼波轉，
Cao dữ bạch vân phan.,高與白雲攀。
"Tứ diện vi nhân xuyên nhất khích,",四面圍人穿一隙，
Trung đồ tuyệt địa toả trùng quan.,中涂絕地鎖重關。
"Đại tế nhật nguyệt tiểu tế dã,",大蔽日月小蔽野，
"Tiêm như kiếm kích, viên như hoàn.",尖如劍戟圓如圜。
"Cánh hữu đoàn sa ế hải ngạn,",更有團沙翳海岸，
Thế nhược ba đào bôn tẩu gian.,勢若波濤奔走間。
"Hưu tương hình tự di tình tính,",休將形似遺情性，
Thiên thiết địa tàng phi nhất ban.,天設地藏非一般。
"Quân mạc học Thục cuồng tuý khách,",君莫學蜀狂醉客，
Sảo bất xứng tình tiện ta hành lộ gian.,稍不稱情便嗟行路艱。
"Gian tai hữu thậm ư sơn giả,",艱哉有甚於山者，
Thế tình vãng vãng ố không hoàn.,世情往往惡空圜。
